Source_File,DateTime,Precipitation
GEOP_20240411.xlsx,2024-04-11 08:36:00,0.0
GEOP_20240411.xlsx,2024-04-11 08:39:00,0.0
GEOP_20240411.xlsx,2024-04-11 08:42:00,0.0
