Event ID,Station,Primary station,Event start,Event end,Duration min,Rain total mm,Network mean rain mm,Network max rain mm,Network sum rain mm,Peak 3min mm,Mean intensity mm/h,Available station count,Available stations,Rainy station count,Rainy stations,Station event totals mm,Typology
1189,GEOP,GEOP,2024-05-27 03:30:51,2024-05-27 09:36:00,368.1,7.52,7.52,7.52,7.52,0.78,1.2256,1,GEOP,1,GEOP,GEOP:7.52,standard
1190,GRVN,GRVN,2024-05-27 13:06:00,2024-05-27 23:18:00,615.0,11.23,11.23,11.23,11.23,1.16,1.0956,1,GRVN,1,GRVN,GRVN:11.23,standard
1193,GRVN,GRVN,2024-05-30 11:03:00,2024-05-30 13:06:00,126.0,1.12,1.12,1.12,1.12,0.15,0.5333,1,GRVN,1,GRVN,GRVN:1.12,standard
1195,GRVN,GRVN,2024-05-31 13:54:00,2024-05-31 19:51:00,360.0,1.72,1.72,1.72,1.72,0.12,0.2867,1,GRVN,1,GRVN,GRVN:1.72,standard
1197,GEOP,GEOP,2024-06-02 04:03:51,2024-06-02 11:12:00,431.1,4.66,4.66,4.66,4.66,0.23,0.6485,1,GEOP,1,GEOP,GEOP:4.66,standard
1199,GEOP,GEOP,2024-06-02 17:57:51,2024-06-02 23:57:51,363.0,1.73,1.73,1.73,1.73,0.18,0.286,1,GEOP,1,GEOP,GEOP:1.73,standard
1200,GEOP,GEOP,2024-06-06 12:00:51,2024-06-06 23:12:51,675.0,3.94,3.94,3.94,3.94,0.4,0.3502,1,GEOP,1,GEOP,GEOP:3.94,standard
1203,GEOP,GEOP,2024-06-09 14:12:51,2024-06-10 06:27:00,977.1,26.0,26.0,26.0,26.0,1.68,1.5965,1,GEOP,1,GEOP,GEOP:26.00,long_high_total
1207,GEOP,GEOP,2024-06-14 21:33:51,2024-06-15 06:45:00,554.1,23.24,23.24,23.24,23.24,0.73,2.5163,1,GEOP,1,GEOP,GEOP:23.24,high_intensity
1214,GRVN,GRVN,2024-06-20 15:42:00,2024-06-20 18:36:00,177.0,1.66,1.195,1.66,2.39,0.25,0.5627,2,"GRVN, LEXP",2,"GRVN, LEXP",GRVN:1.66; LEXP:0.73,standard
1215,GRVN,GRVN,2024-06-21 02:42:00,2024-06-21 06:30:00,231.0,4.27,4.27,4.27,4.27,0.32,1.1091,1,GRVN,1,GRVN,GRVN:4.27,standard
1216,GRVN,GRVN,2024-06-21 16:21:00,2024-06-22 00:24:00,486.0,5.49,5.49,5.49,5.49,1.23,0.6778,1,GRVN,1,GRVN,GRVN:5.49,standard
1218,GRVN,GRVN,2024-06-22 04:27:00,2024-06-22 12:21:00,477.0,16.82,16.82,16.82,16.82,0.71,2.1157,1,GRVN,1,GRVN,GRVN:16.82,high_intensity
1219,GRVN,GRVN,2024-06-22 17:06:00,2024-06-22 20:03:00,180.0,4.32,4.32,4.32,4.32,0.84,1.44,1,GRVN,1,GRVN,GRVN:4.32,high_intensity
1221,GRVN,GRVN,2024-06-25 17:06:00,2024-06-25 18:33:00,90.0,2.59,2.59,2.59,2.59,1.1,1.7267,1,GRVN,1,GRVN,GRVN:2.59,short_intense
1224,GRVN,GRVN,2024-06-26 12:15:00,2024-06-26 15:18:00,186.0,4.52,4.52,4.52,4.52,0.24,1.4581,1,GRVN,1,GRVN,GRVN:4.52,high_intensity
1228,GRVN,GRVN,2024-06-29 20:27:00,2024-06-29 23:03:00,159.0,5.78,5.78,5.78,5.78,0.98,2.1811,1,GRVN,1,GRVN,GRVN:5.78,high_intensity
1230,GRVN,GRVN,2024-07-01 01:27:00,2024-07-01 05:36:00,252.0,2.16,2.16,2.16,2.16,0.79,0.5143,1,GRVN,1,GRVN,GRVN:2.16,standard
1236,GRVN,GRVN,2024-07-03 13:00:00,2024-07-03 15:18:00,141.0,1.23,1.23,1.23,1.23,0.15,0.5234,1,GRVN,1,GRVN,GRVN:1.23,standard
1238,GRVN,GRVN,2024-07-06 08:48:00,2024-07-06 12:03:00,198.0,7.05,7.05,7.05,7.05,0.6,2.1364,1,GRVN,1,GRVN,GRVN:7.05,high_intensity
1239,GRVN,GRVN,2024-07-06 17:03:00,2024-07-06 20:54:00,234.0,8.31,8.31,8.31,8.31,1.15,2.1308,1,GRVN,1,GRVN,GRVN:8.31,high_intensity
1241,GRVN,GRVN,2024-07-07 01:33:00,2024-07-07 02:33:00,63.0,1.09,1.09,1.09,1.09,0.21,1.0381,1,GRVN,1,GRVN,GRVN:1.09,standard
1247,GRVN,GRVN,2024-07-11 21:18:00,2024-07-12 01:12:00,237.0,2.52,2.52,2.52,2.52,0.21,0.638,1,GRVN,1,GRVN,GRVN:2.52,standard
1250,GRVN,GRVN,2024-07-12 14:33:00,2024-07-12 18:33:00,243.0,16.21,16.21,16.21,16.21,1.71,4.0025,1,GRVN,1,GRVN,GRVN:16.21,high_intensity
1252,LEXP,LEXP,2024-07-15 17:33:00,2024-07-15 18:00:00,30.0,7.53,7.53,7.53,7.53,1.74,15.06,1,LEXP,1,LEXP,LEXP:7.53,short_intense
1257,GRVN,GRVN,2024-07-21 02:27:00,2024-07-21 05:30:00,186.0,4.76,4.76,4.76,4.76,1.76,1.5355,1,GRVN,1,GRVN,GRVN:4.76,high_intensity
1260,GRVN,GRVN,2024-07-22 09:45:00,2024-07-22 10:27:00,45.0,1.62,1.62,1.62,1.62,0.54,2.16,1,GRVN,1,GRVN,GRVN:1.62,high_intensity
1261,GRVN,GRVN,2024-07-22 12:06:00,2024-07-22 13:15:00,72.0,3.11,3.11,3.11,3.11,0.84,2.5917,1,GRVN,1,GRVN,GRVN:3.11,short_intense
1268,LEXP,LEXP,2024-08-01 06:54:00,2024-08-01 07:12:00,21.0,1.76,1.76,1.76,1.76,0.87,5.0286,1,LEXP,1,LEXP,LEXP:1.76,short_intense
1269,LEXP,LEXP,2024-08-01 13:39:00,2024-08-01 14:09:00,33.0,3.12,3.12,3.12,3.12,0.99,5.6727,1,LEXP,1,LEXP,LEXP:3.12,short_intense
1276,GRVN,GRVN,2024-08-07 06:45:00,2024-08-07 08:57:00,135.0,5.9,5.9,5.9,5.9,2.47,2.6222,1,GRVN,1,GRVN,GRVN:5.90,high_intensity
1280,GRVN,GRVN,2024-08-17 00:51:00,2024-08-17 03:45:00,177.0,19.65,19.65,19.65,19.65,2.96,6.661,1,GRVN,1,GRVN,GRVN:19.65,high_intensity
1282,GRVN,GRVN,2024-08-17 20:06:00,2024-08-18 07:51:00,708.0,41.84,41.84,41.84,41.84,1.87,3.5458,1,GRVN,1,GRVN,GRVN:41.84,high_intensity
1283,GRVN,GRVN,2024-08-18 15:03:00,2024-08-18 23:45:00,525.0,3.73,2.99,3.73,5.98,0.49,0.4263,2,"GRVN, LEXP",2,"GRVN, LEXP",GRVN:3.73; LEXP:2.25,standard
1287,GRVN,GRVN,2024-08-25 01:45:00,2024-08-25 06:42:00,300.0,7.03,7.03,7.03,7.03,0.42,1.406,1,GRVN,1,GRVN,GRVN:7.03,high_intensity
1297,GRVN,GRVN,2024-09-11 10:33:00,2024-09-12 01:06:00,876.0,26.46,26.46,26.46,26.46,0.89,1.8123,1,GRVN,1,GRVN,GRVN:26.46,high_intensity
1307,GRVN,GRVN,2024-09-22 15:27:00,2024-09-22 17:42:00,138.0,1.11,0.935,1.11,1.87,0.14,0.4826,2,"GRVN, LEXP",2,"GRVN, LEXP",GRVN:1.11; LEXP:0.76,standard
1308,GRVN,GRVN,2024-09-22 20:03:00,2024-09-23 01:18:00,318.0,2.24,2.025,2.24,4.05,0.2,0.4226,2,"GRVN, LEXP",2,"GRVN, LEXP",GRVN:2.24; LEXP:1.81,standard
1311,LEXP,LEXP,2024-09-23 12:27:00,2024-09-23 16:09:00,225.0,4.74,4.29,4.74,8.58,0.52,1.264,2,"GRVN, LEXP",2,"GRVN, LEXP",GRVN:3.84; LEXP:4.74,high_intensity
1312,LEXP,LEXP,2024-09-23 23:09:00,2024-09-24 01:33:00,147.0,1.53,1.53,1.53,1.53,0.77,0.6245,1,LEXP,1,LEXP,LEXP:1.53,standard
1314,GRVN,GRVN,2024-09-25 18:48:00,2024-09-26 20:27:00,1542.0,62.94,62.94,62.94,62.94,0.81,2.449,1,GRVN,1,GRVN,GRVN:62.94,long_high_total
1315,GRVN,GRVN,2024-09-27 03:33:00,2024-09-27 09:27:00,357.0,3.4,3.4,3.4,3.4,0.63,0.5714,1,GRVN,1,GRVN,GRVN:3.40,standard
1316,GRVN,GRVN,2024-09-27 11:57:00,2024-09-27 13:15:00,81.0,1.89,1.89,1.89,1.89,0.25,1.4,1,GRVN,1,GRVN,GRVN:1.89,high_intensity
1317,GRVN,GRVN,2024-09-27 15:21:00,2024-09-27 17:36:00,138.0,1.09,1.09,1.09,1.09,0.25,0.4739,1,GRVN,1,GRVN,GRVN:1.09,standard
1318,GRVN,GRVN,2024-09-28 01:42:00,2024-09-28 06:09:00,270.0,1.33,1.33,1.33,1.33,0.17,0.2956,1,GRVN,1,GRVN,GRVN:1.33,standard
1319,GRVN,GRVN,2024-09-28 07:42:00,2024-09-28 10:24:00,165.0,7.1,7.1,7.1,7.1,1.81,2.5818,1,GRVN,1,GRVN,GRVN:7.10,high_intensity
1320,GRVN,GRVN,2024-09-28 14:30:00,2024-09-28 17:18:00,171.0,1.16,1.16,1.16,1.16,0.16,0.407,1,GRVN,1,GRVN,GRVN:1.16,standard
1322,GRVN,GRVN,2024-10-01 04:54:00,2024-10-02 03:09:00,1338.0,37.6,37.6,37.6,37.6,1.55,1.6861,1,GRVN,1,GRVN,GRVN:37.60,long_high_total
1335,GRVN,GRVN,2024-10-07 20:42:00,2024-10-08 15:36:00,1137.0,40.3,40.3,40.3,40.3,0.74,2.1266,1,GRVN,1,GRVN,GRVN:40.30,long_high_total
1337,GRVN,GRVN,2024-10-09 18:06:00,2024-10-10 03:00:00,537.0,10.13,10.13,10.13,10.13,0.67,1.1318,1,GRVN,1,GRVN,GRVN:10.13,standard
1340,GRVN,GRVN,2024-10-10 14:42:00,2024-10-10 16:33:00,114.0,1.07,1.07,1.07,1.07,0.15,0.5632,1,GRVN,1,GRVN,GRVN:1.07,standard
1342,GRVN,GRVN,2024-10-10 19:57:00,2024-10-10 22:09:00,135.0,1.32,1.32,1.32,1.32,0.43,0.5867,1,GRVN,1,GRVN,GRVN:1.32,standard
1346,GRVN,GRVN,2024-10-12 13:51:00,2024-10-13 02:15:00,747.0,6.63,6.63,6.63,6.63,0.19,0.5325,1,GRVN,1,GRVN,GRVN:6.63,standard
1349,GRVN,GRVN,2024-10-15 07:12:00,2024-10-15 10:12:00,183.0,1.25,1.25,1.25,1.25,0.2,0.4098,1,GRVN,1,GRVN,GRVN:1.25,standard
1351,GRVN,GRVN,2024-10-17 03:30:00,2024-10-17 08:57:00,330.0,1.32,1.32,1.32,1.32,0.11,0.24,1,GRVN,1,GRVN,GRVN:1.32,standard
1352,GRVN,GRVN,2024-10-18 00:24:00,2024-10-18 11:51:00,690.0,19.69,19.69,19.69,19.69,0.32,1.7122,1,GRVN,1,GRVN,GRVN:19.69,high_intensity
1371,GRVN,GRVN,2024-11-19 02:24:00,2024-11-20 02:39:00,1458.0,30.03,30.03,30.03,30.03,0.39,1.2358,1,GRVN,1,GRVN,GRVN:30.03,long_high_total
1374,VCLB,VCLB,2024-11-21 09:21:04,2024-11-21 11:57:04,159.0,1.73,1.73,1.73,1.73,0.13,0.6528,1,VCLB,1,VCLB,VCLB:1.73,standard
1375,VCLB,VCLB,2024-11-21 16:06:04,2024-11-21 20:30:04,267.0,13.5,13.5,13.5,13.5,0.97,3.0337,1,VCLB,1,VCLB,VCLB:13.50,high_intensity
1381,BOIS,BOIS,2024-11-28 02:12:00,2024-11-28 12:33:00,624.0,1.98,1.725,1.98,3.45,0.1,0.1904,2,"BOIS, RIPR",2,"BOIS, RIPR",BOIS:1.98; RIPR:1.47,standard
1387,BOIS,BOIS,2024-12-02 15:36:00,2024-12-03 08:00:00,987.0,11.64,11.64,11.64,11.64,0.52,0.7076,1,BOIS,1,BOIS,BOIS:11.64,long_high_total
1388,GEOP,GEOP,2024-12-05 16:12:06,2024-12-06 08:42:00,992.9,10.67,10.67,10.67,10.67,0.48,0.6448,1,GEOP,1,GEOP,GEOP:10.67,long_moderate
1391,GEOP,GEOP,2024-12-14 03:18:06,2024-12-15 03:36:00,1460.9,2.52,2.52,2.52,2.52,0.05,0.1035,1,GEOP,1,GEOP,GEOP:2.52,long_moderate
1396,GEOP,GEOP,2024-12-19 05:54:58,2024-12-19 12:00:58,369.0,3.45,3.45,3.45,3.45,0.17,0.561,1,GEOP,1,GEOP,GEOP:3.45,standard
1397,GEOP,GEOP,2024-12-19 14:18:58,2024-12-19 19:09:58,294.0,5.0,5.0,5.0,5.0,0.55,1.0204,1,GEOP,1,GEOP,GEOP:5.00,standard
1401,GEOP,GEOP,2024-12-21 19:12:58,2024-12-22 12:42:58,1053.0,17.5,17.5,17.5,17.5,0.55,0.9972,1,GEOP,1,GEOP,GEOP:17.50,long_high_total
1402,GEOP,GEOP,2024-12-22 18:27:58,2024-12-22 21:54:58,210.0,2.82,2.82,2.82,2.82,0.27,0.8057,1,GEOP,1,GEOP,GEOP:2.82,standard
1407,GEOP,GEOP,2025-01-02 15:03:58,2025-01-03 03:51:58,771.0,16.28,16.28,16.28,16.28,0.19,1.2669,1,GEOP,1,GEOP,GEOP:16.28,high_intensity
1411,GEOP,GEOP,2025-01-04 17:24:58,2025-01-05 08:54:58,933.0,19.18,19.18,19.18,19.18,0.2,1.2334,1,GEOP,1,GEOP,GEOP:19.18,long_high_total
1413,GEOP,GEOP,2025-01-06 13:30:58,2025-01-07 00:21:58,654.0,13.68,13.68,13.68,13.68,0.29,1.255,1,GEOP,1,GEOP,GEOP:13.68,high_intensity
1417,GEOP,GEOP,2025-01-09 00:36:58,2025-01-09 17:57:58,1044.0,13.9,13.9,13.9,13.9,0.31,0.7989,1,GEOP,1,GEOP,GEOP:13.90,long_high_total
1418,GEOP,GEOP,2025-01-10 10:51:58,2025-01-11 01:51:58,903.0,3.45,3.45,3.45,3.45,0.07,0.2292,1,GEOP,1,GEOP,GEOP:3.45,long_moderate
1428,GEOP,GEOP,2025-01-22 22:12:58,2025-01-23 10:48:58,759.0,11.8,11.8,11.8,11.8,0.44,0.9328,1,GEOP,1,GEOP,GEOP:11.80,standard
1429,GEOP,GEOP,2025-01-25 21:45:58,2025-01-26 04:09:58,387.0,6.57,6.57,6.57,6.57,0.28,1.0186,1,GEOP,1,GEOP,GEOP:6.57,standard
1431,GEOP,GEOP,2025-01-26 23:33:58,2025-01-28 10:42:58,2112.0,50.31,50.31,50.31,50.31,0.92,1.4293,1,GEOP,1,GEOP,GEOP:50.31,long_high_total
1432,GEOP,GEOP,2025-01-28 17:00:58,2025-01-28 23:54:58,417.0,1.98,1.98,1.98,1.98,0.14,0.2849,1,GEOP,1,GEOP,GEOP:1.98,standard
1436,GEOP,GEOP,2025-02-10 15:48:29,2025-02-10 23:42:29,477.0,5.81,5.81,5.81,5.81,0.14,0.7308,1,GEOP,1,GEOP,GEOP:5.81,standard
1440,GEOP,GEOP,2025-02-20 00:00:29,2025-02-20 08:42:29,525.0,1.13,1.13,1.13,1.13,0.08,0.1291,1,GEOP,1,GEOP,GEOP:1.13,standard
1441,GEOP,GEOP,2025-02-22 20:12:29,2025-02-23 11:36:29,927.0,4.02,4.02,4.02,4.02,0.1,0.2602,1,GEOP,1,GEOP,GEOP:4.02,long_moderate
1442,GEOP,GEOP,2025-02-25 08:03:29,2025-02-25 12:36:29,276.0,1.39,1.39,1.39,1.39,0.07,0.3022,1,GEOP,1,GEOP,GEOP:1.39,standard
1443,GEOP,GEOP,2025-02-25 16:21:29,2025-02-25 20:39:29,261.0,1.74,1.74,1.74,1.74,0.23,0.4,1,GEOP,1,GEOP,GEOP:1.74,standard
1445,GEOP,GEOP,2025-03-10 03:39:29,2025-03-10 09:03:29,327.0,2.69,2.69,2.69,2.69,0.1,0.4936,1,GEOP,1,GEOP,GEOP:2.69,standard
1446,GEOP,GEOP,2025-03-12 01:45:29,2025-03-12 08:06:29,384.0,5.16,5.16,5.16,5.16,0.21,0.8063,1,GEOP,1,GEOP,GEOP:5.16,standard
1448,GEOP,GEOP,2025-03-12 23:15:29,2025-03-13 07:51:29,519.0,1.53,1.53,1.53,1.53,0.14,0.1769,1,GEOP,1,GEOP,GEOP:1.53,standard
1449,GEOP,GEOP,2025-03-16 00:00:29,2025-03-16 09:09:29,552.0,3.69,3.69,3.69,3.69,0.1,0.4011,1,GEOP,1,GEOP,GEOP:3.69,standard
1454,GEOP,GEOP,2025-04-13 03:00:57,2025-04-13 10:36:35,458.6,2.55,2.55,2.55,2.55,0.17,0.3336,1,GEOP,1,GEOP,GEOP:2.55,standard
1455,GRVN,GRVN,2025-04-13 17:06:26,2025-04-14 07:48:26,885.0,9.85,9.85,9.85,9.85,0.22,0.6678,1,GRVN,1,GRVN,GRVN:9.85,long_moderate
1458,GEOP,GEOP,2025-04-15 04:00:57,2025-04-15 10:03:26,365.5,10.5,10.5,10.5,10.5,0.29,1.7237,1,GEOP,1,GEOP,GEOP:10.50,high_intensity
1461,GEOP,GEOP,2025-04-16 04:48:57,2025-04-17 15:06:58,2061.0,30.54,30.54,30.54,30.54,0.36,0.8891,1,GEOP,1,GEOP,GEOP:30.54,long_high_total
1467,GRVN,GRVN,2025-04-20 06:39:26,2025-04-20 11:21:35,285.1,3.8,3.8,3.8,3.8,0.4,0.7996,1,GRVN,1,GRVN,GRVN:3.80,standard
1477,GEOP,GEOP,2025-04-23 15:24:57,2025-04-23 19:12:57,231.0,1.35,1.35,1.35,1.35,0.11,0.3506,1,GEOP,1,GEOP,GEOP:1.35,standard
1484,CHAN,CHAN,2025-04-27 16:33:19,2025-04-27 19:06:19,156.0,2.64,2.64,2.64,2.64,0.91,1.0154,1,CHAN,1,CHAN,CHAN:2.64,standard
1500,CHAN,CHAN,2025-05-03 21:54:19,2025-05-04 07:51:35,600.3,5.02,5.02,5.02,5.02,0.89,0.5018,1,CHAN,1,CHAN,CHAN:5.02,standard
1501,ELYS,ELYS,2025-05-04 15:36:37,2025-05-05 20:54:37,1761.0,24.62,24.62,24.62,24.62,0.34,0.8388,1,ELYS,1,ELYS,ELYS:24.62,long_high_total
1504,ELYS,ELYS,2025-05-07 11:03:37,2025-05-07 21:21:35,621.0,4.06,4.06,4.06,4.06,0.12,0.3923,1,ELYS,1,ELYS,ELYS:4.06,standard
1518,LEXP,LEXP,2025-05-19 09:15:58,2025-05-19 11:42:58,150.0,1.93,1.93,1.93,1.93,0.28,0.772,1,LEXP,1,LEXP,LEXP:1.93,standard
1521,PONT,PONT,2025-05-21 01:21:35,2025-05-21 07:39:35,381.0,18.58,18.58,18.58,18.58,1.47,2.926,1,PONT,1,PONT,PONT:18.58,high_intensity
1523,PONT,PONT,2025-05-21 22:27:35,2025-05-22 21:30:35,1386.0,26.8,26.8,26.8,26.8,0.97,1.1602,1,PONT,1,PONT,PONT:26.80,long_high_total
1531,GRVN,GRVN,2025-05-25 23:27:26,2025-05-26 06:57:35,453.1,1.34,1.34,1.34,1.34,0.1,0.1774,1,GRVN,1,GRVN,GRVN:1.34,standard
1533,LEXP,LEXP,2025-05-28 11:30:58,2025-05-29 06:54:55,1167.0,5.64,5.64,5.64,5.64,0.41,0.29,1,LEXP,1,LEXP,LEXP:5.64,long_moderate
1542,LEXP,LEXP,2025-06-01 17:21:58,2025-06-02 07:45:58,867.0,12.56,12.56,12.56,12.56,1.29,0.8692,1,LEXP,1,LEXP,LEXP:12.56,standard
1543,LEXP,LEXP,2025-06-02 14:15:58,2025-06-03 05:27:35,914.6,13.29,13.29,13.29,13.29,3.0,0.8718,1,LEXP,1,LEXP,LEXP:13.29,long_high_total
1546,ELYS,ELYS,2025-06-04 02:33:37,2025-06-04 09:00:35,390.0,2.48,2.48,2.48,2.48,0.7,0.3816,1,ELYS,1,ELYS,ELYS:2.48,standard
1547,LEXP,LEXP,2025-06-04 13:03:58,2025-06-05 03:06:35,845.6,12.42,12.42,12.42,12.42,3.4,0.8813,1,LEXP,1,LEXP,LEXP:12.42,standard
1572,BOIS,BOIS,2025-06-21 15:06:16,2025-06-21 20:00:15,297.0,17.68,17.68,17.68,17.68,3.08,3.5719,1,BOIS,1,BOIS,BOIS:17.68,high_intensity
1573,PONT,PONT,2025-06-23 05:36:15,2025-06-23 07:15:15,102.0,1.2,1.2,1.2,1.2,0.39,0.7059,1,PONT,1,PONT,PONT:1.20,standard
1596,ELYS,ELYS,2025-06-30 15:06:44,2025-06-30 19:39:24,275.7,8.98,8.98,8.98,8.98,1.42,1.9545,1,ELYS,1,ELYS,ELYS:8.98,high_intensity
1619,LEXP,LEXP,2025-07-07 12:45:24,2025-07-07 15:12:16,149.9,3.71,3.71,3.71,3.71,1.13,1.4853,1,LEXP,1,LEXP,LEXP:3.71,high_intensity
1621,RIPR,RIPR,2025-07-08 12:09:22,2025-07-08 16:15:24,249.0,1.75,1.75,1.75,1.75,0.28,0.4216,1,RIPR,1,RIPR,RIPR:1.75,standard
1634,GEOP,GEOP,2025-07-14 22:12:19,2025-07-15 06:36:15,506.9,3.92,3.92,3.92,3.92,0.77,0.464,1,GEOP,1,GEOP,GEOP:3.92,standard
1641,GRVN,GRVN,2025-07-19 10:21:26,2025-07-19 13:12:26,174.0,4.86,4.86,4.86,4.86,0.33,1.6759,1,GRVN,1,GRVN,GRVN:4.86,high_intensity
1644,LEXP,LEXP,2025-07-21 16:18:24,2025-07-21 17:57:15,101.8,1.2,1.2,1.2,1.2,0.45,0.7069,1,LEXP,1,LEXP,LEXP:1.20,standard
1651,PONT,PONT,2025-07-24 18:54:15,2025-07-25 02:09:54,438.6,7.13,7.13,7.13,7.13,0.51,0.9753,1,PONT,1,PONT,PONT:7.13,standard
1655,GRVN,GRVN,2025-07-26 12:51:26,2025-07-26 13:42:26,54.0,5.19,5.19,5.19,5.19,1.7,5.7667,1,GRVN,1,GRVN,GRVN:5.19,short_intense
1657,GRVN,GRVN,2025-07-26 18:48:26,2025-07-26 20:33:26,108.0,1.52,1.52,1.52,1.52,0.38,0.8444,1,GRVN,1,GRVN,GRVN:1.52,standard
1660,GRVN,GRVN,2025-07-27 13:33:26,2025-07-28 07:33:44,1083.3,30.34,30.34,30.34,30.34,3.78,1.6804,1,GRVN,1,GRVN,GRVN:30.34,long_high_total
1671,GEOP,GEOP,2025-08-02 01:30:19,2025-08-02 05:54:26,267.1,7.98,7.98,7.98,7.98,1.44,1.7925,1,GEOP,1,GEOP,GEOP:7.98,high_intensity
1688,GEOP,GEOP,2025-08-26 19:36:19,2025-08-26 23:36:19,243.0,1.39,1.39,1.39,1.39,0.36,0.3432,1,GEOP,1,GEOP,GEOP:1.39,standard
1690,GEOP,GEOP,2025-08-28 00:03:19,2025-08-28 10:42:19,642.0,27.02,27.02,27.02,27.02,0.5,2.5252,1,GEOP,1,GEOP,GEOP:27.02,high_intensity
1691,GEOP,GEOP,2025-08-28 19:30:19,2025-08-29 01:09:19,342.0,18.94,18.94,18.94,18.94,1.67,3.3228,1,GEOP,1,GEOP,GEOP:18.94,high_intensity
1693,GEOP,GEOP,2025-08-29 20:06:19,2025-08-29 21:30:19,87.0,3.64,3.64,3.64,3.64,1.08,2.5103,1,GEOP,1,GEOP,GEOP:3.64,short_intense
1703,GEOP,GEOP,2025-09-23 10:54:54,2025-09-23 13:54:54,183.0,6.38,6.38,6.38,6.38,0.4,2.0918,1,GEOP,1,GEOP,GEOP:6.38,high_intensity
1811,BETH,BETH,2026-01-08 12:42:11,2026-01-09 11:39:28,1380.3,25.47,25.47,25.47,25.47,0.28,1.1072,1,BETH,1,BETH,BETH:25.47,long_high_total
1813,GEOP,GEOP,2026-01-09 18:57:28,2026-01-09 23:57:28,303.0,2.82,2.82,2.82,2.82,0.34,0.5584,1,GEOP,1,GEOP,GEOP:2.82,standard
1817,GEOP,GEOP,2026-01-15 05:03:28,2026-01-15 11:56:33,416.1,4.07,4.07,4.07,4.07,0.37,0.5869,1,GEOP,1,GEOP,GEOP:4.07,standard
1827,GEOP,GEOP,2026-01-23 19:33:28,2026-01-24 05:18:24,587.9,4.02,4.02,4.02,4.02,0.19,0.4103,1,GEOP,1,GEOP,GEOP:4.02,standard
1842,GEOP,GEOP,2026-02-03 08:54:28,2026-02-03 12:57:28,246.0,3.42,3.42,3.42,3.42,0.12,0.8341,1,GEOP,1,GEOP,GEOP:3.42,standard
1846,GEOP,GEOP,2026-02-05 22:45:28,2026-02-07 10:30:11,2147.7,8.1,8.1,8.1,8.1,0.16,0.2263,1,GEOP,1,GEOP,GEOP:8.10,long_moderate
1849,GEOP,GEOP,2026-02-10 03:45:28,2026-02-11 16:06:11,2183.7,45.61,45.61,45.61,45.61,0.58,1.2532,1,GEOP,1,GEOP,GEOP:45.61,long_high_total
1851,ROUV,ROUV,2026-02-11 21:18:08,2026-02-13 08:27:19,2112.2,14.92,14.92,14.92,14.92,0.27,0.4238,1,ROUV,1,ROUV,ROUV:14.92,long_high_total
1856,GEOP,GEOP,2026-02-15 17:30:28,2026-02-17 09:58:26,2431.0,19.44,19.44,19.44,19.44,0.28,0.4798,1,GEOP,1,GEOP,GEOP:19.44,long_high_total
1862,GRVN,GRVN,2026-02-18 05:54:19,2026-02-18 21:03:19,912.0,1.82,1.82,1.82,1.82,0.14,0.1197,1,GRVN,1,GRVN,GRVN:1.82,long_moderate
1863,GRVN,GRVN,2026-02-18 23:24:19,2026-02-20 11:24:11,2162.9,14.3,14.3,14.3,14.3,0.27,0.3967,1,GRVN,1,GRVN,GRVN:14.30,long_high_total
1886,GRVN,GRVN,2026-03-22 06:36:19,2026-03-22 11:30:40,297.4,1.37,1.37,1.37,1.37,0.13,0.2764,1,GRVN,1,GRVN,GRVN:1.37,standard
