	Time	1
S/N		965372
Type		TGC-0011
Description		GEOP
Property		Counts
43	Dec 11 2025 11:24:47 AM	0.0
44	Dec 11 2025 11:27:47 AM	0.0
45	Dec 11 2025 11:30:47 AM	0.0
46	Dec 11 2025 11:33:47 AM	0.0
47	Dec 11 2025 11:36:47 AM	0.0
48	Dec 11 2025 11:39:47 AM	0.0
49	Dec 11 2025 11:42:47 AM	0.0
50	Dec 11 2025 11:45:47 AM	0.0
51	Dec 11 2025 11:48:47 AM	0.0
52	Dec 11 2025 11:51:47 AM	0.0
53	Dec 11 2025 11:54:47 AM	0.0
54	Dec 11 2025 11:57:47 AM	0.0
55	Dec 11 2025 12:00:47 PM	0.0
56	Dec 11 2025 12:03:47 PM	0.0
57	Dec 11 2025 12:06:47 PM	0.0
58	Dec 11 2025 12:09:47 PM	0.0
59	Dec 11 2025 12:12:47 PM	0.0
60	Dec 11 2025 12:15:47 PM	0.0
61	Dec 11 2025 12:18:47 PM	0.0
62	Dec 11 2025 12:21:47 PM	0.0
63	Dec 11 2025 12:24:47 PM	0.0
64	Dec 11 2025 12:27:47 PM	0.0
65	Dec 11 2025 12:30:47 PM	0.0
66	Dec 11 2025 12:33:47 PM	0.0
67	Dec 11 2025 12:36:47 PM	0.0
68	Dec 11 2025 12:39:47 PM	0.0
69	Dec 11 2025 12:42:47 PM	0.0
70	Dec 11 2025 12:45:47 PM	0.0
71	Dec 11 2025 12:48:47 PM	0.0
72	Dec 11 2025 12:51:47 PM	0.0
73	Dec 11 2025 12:54:47 PM	0.0
74	Dec 11 2025 12:57:47 PM	0.0
75	Dec 11 2025 1:00:47 PM	0.0
76	Dec 11 2025 1:03:47 PM	0.0
77	Dec 11 2025 1:06:47 PM	0.0
78	Dec 11 2025 1:09:47 PM	0.0
79	Dec 11 2025 1:12:47 PM	0.0
80	Dec 11 2025 1:15:47 PM	0.0
81	Dec 11 2025 1:18:47 PM	0.0
82	Dec 11 2025 1:21:47 PM	0.0
83	Dec 11 2025 1:24:47 PM	0.0
84	Dec 11 2025 1:27:47 PM	0.0
85	Dec 11 2025 1:30:47 PM	0.0
86	Dec 11 2025 1:33:47 PM	0.0
87	Dec 11 2025 1:36:47 PM	0.0
88	Dec 11 2025 1:39:47 PM	0.0
89	Dec 11 2025 1:42:47 PM	0.0
90	Dec 11 2025 1:45:47 PM	0.0
91	Dec 11 2025 1:48:47 PM	0.0
92	Dec 11 2025 1:51:47 PM	0.0
93	Dec 11 2025 1:54:47 PM	0.0
94	Dec 11 2025 1:57:47 PM	0.0
95	Dec 11 2025 2:00:47 PM	0.0
96	Dec 11 2025 2:03:47 PM	0.0
97	Dec 11 2025 2:06:47 PM	0.0
98	Dec 11 2025 2:09:47 PM	0.0
99	Dec 11 2025 2:12:47 PM	0.0
100	Dec 11 2025 2:15:47 PM	0.0
101	Dec 11 2025 2:18:47 PM	0.0
102	Dec 11 2025 2:21:47 PM	0.0
103	Dec 11 2025 2:24:47 PM	0.0
104	Dec 11 2025 2:27:47 PM	0.0
105	Dec 11 2025 2:30:47 PM	0.0
106	Dec 11 2025 2:33:47 PM	0.0
107	Dec 11 2025 2:36:47 PM	0.0
108	Dec 11 2025 2:39:47 PM	0.0
109	Dec 11 2025 2:42:47 PM	0.0
110	Dec 11 2025 2:45:47 PM	0.0
111	Dec 11 2025 2:48:47 PM	0.0
112	Dec 11 2025 2:51:47 PM	0.0
113	Dec 11 2025 2:54:47 PM	0.0
114	Dec 11 2025 2:57:47 PM	0.0
115	Dec 11 2025 3:00:47 PM	0.0
116	Dec 11 2025 3:03:47 PM	0.0
117	Dec 11 2025 3:06:47 PM	0.0
118	Dec 11 2025 3:09:47 PM	0.0
119	Dec 11 2025 3:12:47 PM	0.0
120	Dec 11 2025 3:15:47 PM	0.0
121	Dec 11 2025 3:18:47 PM	0.0
122	Dec 11 2025 3:21:47 PM	0.0
123	Dec 11 2025 3:24:47 PM	0.0
124	Dec 11 2025 3:27:47 PM	0.0
125	Dec 11 2025 3:30:47 PM	0.0
126	Dec 11 2025 3:33:47 PM	0.0
127	Dec 11 2025 3:36:47 PM	0.0
128	Dec 11 2025 3:39:47 PM	0.0
129	Dec 11 2025 3:42:47 PM	0.0
130	Dec 11 2025 3:45:47 PM	0.0
131	Dec 11 2025 3:48:47 PM	0.0
132	Dec 11 2025 3:51:47 PM	0.0
133	Dec 11 2025 3:54:47 PM	0.0
134	Dec 11 2025 3:57:47 PM	0.0
135	Dec 11 2025 4:00:47 PM	0.0
136	Dec 11 2025 4:03:47 PM	0.0
137	Dec 11 2025 4:06:47 PM	0.0
138	Dec 11 2025 4:09:47 PM	0.0
139	Dec 11 2025 4:12:47 PM	0.0
140	Dec 11 2025 4:15:47 PM	0.0
141	Dec 11 2025 4:18:47 PM	0.0
142	Dec 11 2025 4:21:47 PM	0.0
143	Dec 11 2025 4:24:47 PM	0.0
144	Dec 11 2025 4:27:47 PM	0.0
145	Dec 11 2025 4:30:47 PM	0.0
146	Dec 11 2025 4:33:47 PM	0.0
147	Dec 11 2025 4:36:47 PM	0.0
148	Dec 11 2025 4:39:47 PM	0.0
149	Dec 11 2025 4:42:47 PM	0.0
150	Dec 11 2025 4:45:47 PM	0.0
151	Dec 11 2025 4:48:47 PM	0.0
152	Dec 11 2025 4:51:47 PM	0.0
153	Dec 11 2025 4:54:47 PM	0.0
154	Dec 11 2025 4:57:47 PM	0.0
155	Dec 11 2025 5:00:47 PM	0.0
156	Dec 11 2025 5:03:47 PM	0.0
157	Dec 11 2025 5:06:47 PM	0.0
158	Dec 11 2025 5:09:47 PM	0.0
159	Dec 11 2025 5:12:47 PM	0.0
160	Dec 11 2025 5:15:47 PM	0.0
161	Dec 11 2025 5:18:47 PM	0.0
162	Dec 11 2025 5:21:47 PM	0.0
163	Dec 11 2025 5:24:47 PM	0.0
164	Dec 11 2025 5:27:47 PM	0.0
165	Dec 11 2025 5:30:47 PM	0.0
166	Dec 11 2025 5:33:47 PM	0.0
167	Dec 11 2025 5:36:47 PM	0.0
168	Dec 11 2025 5:39:47 PM	0.0
169	Dec 11 2025 5:42:47 PM	0.0
170	Dec 11 2025 5:45:47 PM	0.0
171	Dec 11 2025 5:48:47 PM	0.0
172	Dec 11 2025 5:51:47 PM	0.0
173	Dec 11 2025 5:54:47 PM	0.0
174	Dec 11 2025 5:57:47 PM	0.0
175	Dec 11 2025 6:00:47 PM	0.0
176	Dec 11 2025 6:03:47 PM	0.0
177	Dec 11 2025 6:06:47 PM	0.0
178	Dec 11 2025 6:09:47 PM	0.0
179	Dec 11 2025 6:12:47 PM	0.0
180	Dec 11 2025 6:15:47 PM	0.0
181	Dec 11 2025 6:18:47 PM	0.0
182	Dec 11 2025 6:21:47 PM	0.0
183	Dec 11 2025 6:24:47 PM	0.0
184	Dec 11 2025 6:27:47 PM	0.0
185	Dec 11 2025 6:30:47 PM	0.0
186	Dec 11 2025 6:33:47 PM	0.0
187	Dec 11 2025 6:36:47 PM	0.0
188	Dec 11 2025 6:39:47 PM	0.0
189	Dec 11 2025 6:42:47 PM	0.0
190	Dec 11 2025 6:45:47 PM	0.0
191	Dec 11 2025 6:48:47 PM	0.0
192	Dec 11 2025 6:51:47 PM	0.0
193	Dec 11 2025 6:54:47 PM	0.0
194	Dec 11 2025 6:57:47 PM	0.0
195	Dec 11 2025 7:00:47 PM	0.0
196	Dec 11 2025 7:03:47 PM	0.0
197	Dec 11 2025 7:06:47 PM	0.0
198	Dec 11 2025 7:09:47 PM	0.0
199	Dec 11 2025 7:12:47 PM	0.0
200	Dec 11 2025 7:15:47 PM	0.0
201	Dec 11 2025 7:18:47 PM	0.0
202	Dec 11 2025 7:21:47 PM	0.0
203	Dec 11 2025 7:24:47 PM	0.0
204	Dec 11 2025 7:27:47 PM	0.0
205	Dec 11 2025 7:30:47 PM	0.0
206	Dec 11 2025 7:33:47 PM	0.0
207	Dec 11 2025 7:36:47 PM	0.0
208	Dec 11 2025 7:39:47 PM	0.0
209	Dec 11 2025 7:42:47 PM	0.0
210	Dec 11 2025 7:45:47 PM	0.0
211	Dec 11 2025 7:48:47 PM	0.0
212	Dec 11 2025 7:51:47 PM	0.0
213	Dec 11 2025 7:54:47 PM	0.0
214	Dec 11 2025 7:57:47 PM	0.0
215	Dec 11 2025 8:00:47 PM	0.0
216	Dec 11 2025 8:03:47 PM	0.0
217	Dec 11 2025 8:06:47 PM	0.0
218	Dec 11 2025 8:09:47 PM	0.0
219	Dec 11 2025 8:12:47 PM	0.0
220	Dec 11 2025 8:15:47 PM	0.0
221	Dec 11 2025 8:18:47 PM	0.0
222	Dec 11 2025 8:21:47 PM	0.0
223	Dec 11 2025 8:24:47 PM	0.0
224	Dec 11 2025 8:27:47 PM	0.0
225	Dec 11 2025 8:30:47 PM	0.0
226	Dec 11 2025 8:33:47 PM	0.0
227	Dec 11 2025 8:36:47 PM	0.0
228	Dec 11 2025 8:39:47 PM	0.0
229	Dec 11 2025 8:42:47 PM	0.0
230	Dec 11 2025 8:45:47 PM	0.0
231	Dec 11 2025 8:48:47 PM	0.0
232	Dec 11 2025 8:51:47 PM	0.0
233	Dec 11 2025 8:54:47 PM	0.0
234	Dec 11 2025 8:57:47 PM	0.0
235	Dec 11 2025 9:00:47 PM	0.0
236	Dec 11 2025 9:03:47 PM	0.0
237	Dec 11 2025 9:06:47 PM	0.0
238	Dec 11 2025 9:09:47 PM	0.0
239	Dec 11 2025 9:12:47 PM	0.0
240	Dec 11 2025 9:15:47 PM	0.0
241	Dec 11 2025 9:18:47 PM	0.0
242	Dec 11 2025 9:21:47 PM	0.0
243	Dec 11 2025 9:24:47 PM	0.0
244	Dec 11 2025 9:27:47 PM	0.0
245	Dec 11 2025 9:30:47 PM	0.0
246	Dec 11 2025 9:33:47 PM	0.0
247	Dec 11 2025 9:36:47 PM	0.0
248	Dec 11 2025 9:39:47 PM	0.0
249	Dec 11 2025 9:42:47 PM	0.0
250	Dec 11 2025 9:45:47 PM	0.0
251	Dec 11 2025 9:48:47 PM	0.0
252	Dec 11 2025 9:51:47 PM	0.0
253	Dec 11 2025 9:54:47 PM	0.0
254	Dec 11 2025 9:57:47 PM	0.0
255	Dec 11 2025 10:00:47 PM	0.0
256	Dec 11 2025 10:03:47 PM	0.0
257	Dec 11 2025 10:06:47 PM	0.0
258	Dec 11 2025 10:09:47 PM	0.0
259	Dec 11 2025 10:12:47 PM	0.0
260	Dec 11 2025 10:15:47 PM	0.0
261	Dec 11 2025 10:18:47 PM	0.0
262	Dec 11 2025 10:21:47 PM	0.0
263	Dec 11 2025 10:24:47 PM	0.0
264	Dec 11 2025 10:27:47 PM	0.0
265	Dec 11 2025 10:30:47 PM	0.0
266	Dec 11 2025 10:33:47 PM	0.0
267	Dec 11 2025 10:36:47 PM	0.0
268	Dec 11 2025 10:39:47 PM	0.0
269	Dec 11 2025 10:42:47 PM	0.0
270	Dec 11 2025 10:45:47 PM	0.0
271	Dec 11 2025 10:48:47 PM	0.0
272	Dec 11 2025 10:51:47 PM	0.0
273	Dec 11 2025 10:54:47 PM	0.0
274	Dec 11 2025 10:57:47 PM	0.0
275	Dec 11 2025 11:00:47 PM	0.0
276	Dec 11 2025 11:03:47 PM	0.0
277	Dec 11 2025 11:06:47 PM	0.0
278	Dec 11 2025 11:09:47 PM	0.0
279	Dec 11 2025 11:12:47 PM	0.0
280	Dec 11 2025 11:15:47 PM	0.0
281	Dec 11 2025 11:18:47 PM	0.0
282	Dec 11 2025 11:21:47 PM	0.0
283	Dec 11 2025 11:24:47 PM	0.0
284	Dec 11 2025 11:27:47 PM	0.0
285	Dec 11 2025 11:30:47 PM	0.0
286	Dec 11 2025 11:33:47 PM	0.0
287	Dec 11 2025 11:36:47 PM	0.0
288	Dec 11 2025 11:39:47 PM	0.0
289	Dec 11 2025 11:42:47 PM	0.0
290	Dec 11 2025 11:45:47 PM	0.0
291	Dec 11 2025 11:48:47 PM	0.0
292	Dec 11 2025 11:51:47 PM	0.0
293	Dec 11 2025 11:54:47 PM	0.0
294	Dec 11 2025 11:57:47 PM	0.0
295	Dec 12 2025 0:00:47 AM	0.0
296	Dec 12 2025 0:03:47 AM	0.0
297	Dec 12 2025 0:06:47 AM	0.0
298	Dec 12 2025 0:09:47 AM	0.0
299	Dec 12 2025 0:12:47 AM	0.0
300	Dec 12 2025 0:15:47 AM	0.0
301	Dec 12 2025 0:18:47 AM	0.0
302	Dec 12 2025 0:21:47 AM	0.0
303	Dec 12 2025 0:24:47 AM	0.0
304	Dec 12 2025 0:27:47 AM	0.0
305	Dec 12 2025 0:30:47 AM	0.0
306	Dec 12 2025 0:33:47 AM	0.0
307	Dec 12 2025 0:36:47 AM	0.0
308	Dec 12 2025 0:39:47 AM	0.0
309	Dec 12 2025 0:42:47 AM	0.0
310	Dec 12 2025 0:45:47 AM	0.0
311	Dec 12 2025 0:48:47 AM	0.0
312	Dec 12 2025 0:51:47 AM	0.0
313	Dec 12 2025 0:54:47 AM	0.0
314	Dec 12 2025 0:57:47 AM	0.0
315	Dec 12 2025 1:00:47 AM	0.0
316	Dec 12 2025 1:03:47 AM	0.0
317	Dec 12 2025 1:06:47 AM	0.0
318	Dec 12 2025 1:09:47 AM	0.0
319	Dec 12 2025 1:12:47 AM	0.0
320	Dec 12 2025 1:15:47 AM	0.0
321	Dec 12 2025 1:18:47 AM	0.0
322	Dec 12 2025 1:21:47 AM	0.0
323	Dec 12 2025 1:24:47 AM	0.0
324	Dec 12 2025 1:27:47 AM	0.0
325	Dec 12 2025 1:30:47 AM	0.0
326	Dec 12 2025 1:33:47 AM	0.0
327	Dec 12 2025 1:36:47 AM	0.0
328	Dec 12 2025 1:39:47 AM	0.0
329	Dec 12 2025 1:42:47 AM	0.0
330	Dec 12 2025 1:45:47 AM	0.0
331	Dec 12 2025 1:48:47 AM	0.0
332	Dec 12 2025 1:51:47 AM	0.0
333	Dec 12 2025 1:54:47 AM	0.0
334	Dec 12 2025 1:57:47 AM	0.0
335	Dec 12 2025 2:00:47 AM	0.0
336	Dec 12 2025 2:03:47 AM	0.0
337	Dec 12 2025 2:06:47 AM	0.0
338	Dec 12 2025 2:09:47 AM	0.0
339	Dec 12 2025 2:12:47 AM	0.0
340	Dec 12 2025 2:15:47 AM	0.0
341	Dec 12 2025 2:18:47 AM	0.0
342	Dec 12 2025 2:21:47 AM	0.0
343	Dec 12 2025 2:24:47 AM	0.0
344	Dec 12 2025 2:27:47 AM	0.0
345	Dec 12 2025 2:30:47 AM	0.0
346	Dec 12 2025 2:33:47 AM	0.0
347	Dec 12 2025 2:36:47 AM	0.0
348	Dec 12 2025 2:39:47 AM	0.0
349	Dec 12 2025 2:42:47 AM	0.0
350	Dec 12 2025 2:45:47 AM	0.0
351	Dec 12 2025 2:48:47 AM	0.0
352	Dec 12 2025 2:51:47 AM	0.0
353	Dec 12 2025 2:54:47 AM	0.0
354	Dec 12 2025 2:57:47 AM	0.0
355	Dec 12 2025 3:00:47 AM	0.0
356	Dec 12 2025 3:03:47 AM	0.0
357	Dec 12 2025 3:06:47 AM	0.0
358	Dec 12 2025 3:09:47 AM	0.0
359	Dec 12 2025 3:12:47 AM	0.0
360	Dec 12 2025 3:15:47 AM	0.0
361	Dec 12 2025 3:18:47 AM	0.0
362	Dec 12 2025 3:21:47 AM	0.0
363	Dec 12 2025 3:24:47 AM	0.0
364	Dec 12 2025 3:27:47 AM	0.0
365	Dec 12 2025 3:30:47 AM	0.0
366	Dec 12 2025 3:33:47 AM	0.0
367	Dec 12 2025 3:36:47 AM	0.0
368	Dec 12 2025 3:39:47 AM	0.0
369	Dec 12 2025 3:42:47 AM	0.0
370	Dec 12 2025 3:45:47 AM	0.0
371	Dec 12 2025 3:48:47 AM	0.0
372	Dec 12 2025 3:51:47 AM	0.0
373	Dec 12 2025 3:54:47 AM	0.0
374	Dec 12 2025 3:57:47 AM	0.0
375	Dec 12 2025 4:00:47 AM	0.0
376	Dec 12 2025 4:03:47 AM	0.0
377	Dec 12 2025 4:06:47 AM	0.0
378	Dec 12 2025 4:09:47 AM	0.0
379	Dec 12 2025 4:12:47 AM	0.0
380	Dec 12 2025 4:15:47 AM	0.0
381	Dec 12 2025 4:18:47 AM	0.0
382	Dec 12 2025 4:21:47 AM	0.0
383	Dec 12 2025 4:24:47 AM	0.0
384	Dec 12 2025 4:27:47 AM	0.0
385	Dec 12 2025 4:30:47 AM	0.0
386	Dec 12 2025 4:33:47 AM	0.0
387	Dec 12 2025 4:36:47 AM	0.0
388	Dec 12 2025 4:39:47 AM	0.0
389	Dec 12 2025 4:42:47 AM	0.0
390	Dec 12 2025 4:45:47 AM	0.0
391	Dec 12 2025 4:48:47 AM	0.0
392	Dec 12 2025 4:51:47 AM	0.0
393	Dec 12 2025 4:54:47 AM	0.0
394	Dec 12 2025 4:57:47 AM	0.0
395	Dec 12 2025 5:00:47 AM	0.0
396	Dec 12 2025 5:03:47 AM	0.0
397	Dec 12 2025 5:06:47 AM	0.0
398	Dec 12 2025 5:09:47 AM	0.0
399	Dec 12 2025 5:12:47 AM	0.0
400	Dec 12 2025 5:15:47 AM	0.0
401	Dec 12 2025 5:18:47 AM	0.0
402	Dec 12 2025 5:21:47 AM	0.0
403	Dec 12 2025 5:24:47 AM	0.0
404	Dec 12 2025 5:27:47 AM	0.0
405	Dec 12 2025 5:30:47 AM	0.0
406	Dec 12 2025 5:33:47 AM	0.0
407	Dec 12 2025 5:36:47 AM	0.0
408	Dec 12 2025 5:39:47 AM	0.0
409	Dec 12 2025 5:42:47 AM	0.0
410	Dec 12 2025 5:45:47 AM	0.0
411	Dec 12 2025 5:48:47 AM	0.0
412	Dec 12 2025 5:51:47 AM	0.0
413	Dec 12 2025 5:54:47 AM	0.0
414	Dec 12 2025 5:57:47 AM	0.0
415	Dec 12 2025 6:00:47 AM	0.0
416	Dec 12 2025 6:03:47 AM	0.0
417	Dec 12 2025 6:06:47 AM	0.0
418	Dec 12 2025 6:09:47 AM	0.0
419	Dec 12 2025 6:12:47 AM	0.0
420	Dec 12 2025 6:15:47 AM	0.0
421	Dec 12 2025 6:18:47 AM	0.0
422	Dec 12 2025 6:21:47 AM	0.0
423	Dec 12 2025 6:24:47 AM	0.0
424	Dec 12 2025 6:27:47 AM	0.0
425	Dec 12 2025 6:30:47 AM	0.0
426	Dec 12 2025 6:33:47 AM	0.0
427	Dec 12 2025 6:36:47 AM	0.0
428	Dec 12 2025 6:39:47 AM	0.0
429	Dec 12 2025 6:42:47 AM	0.0
430	Dec 12 2025 6:45:47 AM	0.0
431	Dec 12 2025 6:48:47 AM	0.0
432	Dec 12 2025 6:51:47 AM	0.0
433	Dec 12 2025 6:54:47 AM	0.0
434	Dec 12 2025 6:57:47 AM	0.0
435	Dec 12 2025 7:00:47 AM	0.0
436	Dec 12 2025 7:03:47 AM	0.0
437	Dec 12 2025 7:06:47 AM	0.0
438	Dec 12 2025 7:09:47 AM	0.0
439	Dec 12 2025 7:12:47 AM	0.0
440	Dec 12 2025 7:15:47 AM	0.0
441	Dec 12 2025 7:18:47 AM	0.0
442	Dec 12 2025 7:21:47 AM	0.0
443	Dec 12 2025 7:24:47 AM	0.0
444	Dec 12 2025 7:27:47 AM	0.0
445	Dec 12 2025 7:30:47 AM	0.0
446	Dec 12 2025 7:33:47 AM	0.0
447	Dec 12 2025 7:36:47 AM	0.0
448	Dec 12 2025 7:39:47 AM	0.0
449	Dec 12 2025 7:42:47 AM	0.0
450	Dec 12 2025 7:45:47 AM	0.0
451	Dec 12 2025 7:48:47 AM	0.0
452	Dec 12 2025 7:51:47 AM	0.0
453	Dec 12 2025 7:54:47 AM	0.0
454	Dec 12 2025 7:57:47 AM	0.0
455	Dec 12 2025 8:00:47 AM	0.0
456	Dec 12 2025 8:03:47 AM	0.0
457	Dec 12 2025 8:06:47 AM	0.0
458	Dec 12 2025 8:09:47 AM	0.0
459	Dec 12 2025 8:12:47 AM	0.0
460	Dec 12 2025 8:15:47 AM	0.0
461	Dec 12 2025 8:18:47 AM	0.0
462	Dec 12 2025 8:21:47 AM	0.0
463	Dec 12 2025 8:24:47 AM	0.0
464	Dec 12 2025 8:27:47 AM	0.0
465	Dec 12 2025 8:30:47 AM	0.0
466	Dec 12 2025 8:33:47 AM	0.0
467	Dec 12 2025 8:36:47 AM	0.0
468	Dec 12 2025 8:39:47 AM	0.0
469	Dec 12 2025 8:42:47 AM	0.0
470	Dec 12 2025 8:45:47 AM	0.0
471	Dec 12 2025 8:48:47 AM	0.0
472	Dec 12 2025 8:51:47 AM	0.0
473	Dec 12 2025 8:54:47 AM	0.0
474	Dec 12 2025 8:57:47 AM	0.0
475	Dec 12 2025 9:00:47 AM	0.0
476	Dec 12 2025 9:03:47 AM	0.0
477	Dec 12 2025 9:06:47 AM	0.0
478	Dec 12 2025 9:09:47 AM	0.0
479	Dec 12 2025 9:12:47 AM	0.0
480	Dec 12 2025 9:15:47 AM	0.0
481	Dec 12 2025 9:18:47 AM	0.0
482	Dec 12 2025 9:21:47 AM	0.0
483	Dec 12 2025 9:24:47 AM	0.0
484	Dec 12 2025 9:27:47 AM	0.0
485	Dec 12 2025 9:30:47 AM	0.0
486	Dec 12 2025 9:33:47 AM	0.0
487	Dec 12 2025 9:36:47 AM	0.0
488	Dec 12 2025 9:39:47 AM	0.0
489	Dec 12 2025 9:42:47 AM	0.0
490	Dec 12 2025 9:45:47 AM	0.0
491	Dec 12 2025 9:48:47 AM	0.0
492	Dec 12 2025 9:51:47 AM	0.0
493	Dec 12 2025 9:54:47 AM	0.0
494	Dec 12 2025 9:57:47 AM	0.0
495	Dec 12 2025 10:00:47 AM	0.0
496	Dec 12 2025 10:03:47 AM	0.0
497	Dec 12 2025 10:06:47 AM	0.0
498	Dec 12 2025 10:09:47 AM	0.0
499	Dec 12 2025 10:12:47 AM	0.0
500	Dec 12 2025 10:15:47 AM	0.0
501	Dec 12 2025 10:18:47 AM	0.0
502	Dec 12 2025 10:21:47 AM	0.0
503	Dec 12 2025 10:24:47 AM	0.0
504	Dec 12 2025 10:27:47 AM	0.0
505	Dec 12 2025 10:30:47 AM	0.0
506	Dec 12 2025 10:33:47 AM	0.0
507	Dec 12 2025 10:36:47 AM	0.0
508	Dec 12 2025 10:39:47 AM	0.0
509	Dec 12 2025 10:42:47 AM	0.0
510	Dec 12 2025 10:45:47 AM	0.0
511	Dec 12 2025 10:48:47 AM	0.0
512	Dec 12 2025 10:51:47 AM	0.0
513	Dec 12 2025 10:54:47 AM	0.0
514	Dec 12 2025 10:57:47 AM	0.0
515	Dec 12 2025 11:00:47 AM	0.0
516	Dec 12 2025 11:03:47 AM	0.0
517	Dec 12 2025 11:06:47 AM	0.0
518	Dec 12 2025 11:09:47 AM	0.0
519	Dec 12 2025 11:12:47 AM	0.0
520	Dec 12 2025 11:15:47 AM	0.0
521	Dec 12 2025 11:18:47 AM	0.0
522	Dec 12 2025 11:21:47 AM	0.0
523	Dec 12 2025 11:24:47 AM	0.0
524	Dec 12 2025 11:27:47 AM	0.0
525	Dec 12 2025 11:30:47 AM	0.0
526	Dec 12 2025 11:33:47 AM	0.0
527	Dec 12 2025 11:36:47 AM	0.0
528	Dec 12 2025 11:39:47 AM	0.0
529	Dec 12 2025 11:42:47 AM	0.0
530	Dec 12 2025 11:45:47 AM	0.0
531	Dec 12 2025 11:48:47 AM	0.0
532	Dec 12 2025 11:51:47 AM	0.0
533	Dec 12 2025 11:54:47 AM	0.0
534	Dec 12 2025 11:57:47 AM	0.0
535	Dec 12 2025 12:00:47 PM	0.0
536	Dec 12 2025 12:03:47 PM	0.0
537	Dec 12 2025 12:06:47 PM	0.0
538	Dec 12 2025 12:09:47 PM	0.0
539	Dec 12 2025 12:12:47 PM	0.0
540	Dec 12 2025 12:15:47 PM	0.0
541	Dec 12 2025 12:18:47 PM	0.0
542	Dec 12 2025 12:21:47 PM	0.0
543	Dec 12 2025 12:24:47 PM	0.0
544	Dec 12 2025 12:27:47 PM	0.0
545	Dec 12 2025 12:30:47 PM	0.0
546	Dec 12 2025 12:33:47 PM	0.0
547	Dec 12 2025 12:36:47 PM	0.0
548	Dec 12 2025 12:39:47 PM	0.0
549	Dec 12 2025 12:42:47 PM	0.0
550	Dec 12 2025 12:45:47 PM	0.0
551	Dec 12 2025 12:48:47 PM	0.0
552	Dec 12 2025 12:51:47 PM	0.0
553	Dec 12 2025 12:54:47 PM	0.0
554	Dec 12 2025 12:57:47 PM	0.0
555	Dec 12 2025 1:00:47 PM	0.0
556	Dec 12 2025 1:03:47 PM	0.0
557	Dec 12 2025 1:06:47 PM	0.0
558	Dec 12 2025 1:09:47 PM	0.0
559	Dec 12 2025 1:12:47 PM	0.0
560	Dec 12 2025 1:15:47 PM	0.0
561	Dec 12 2025 1:18:47 PM	0.0
562	Dec 12 2025 1:21:47 PM	0.0
563	Dec 12 2025 1:24:47 PM	0.0
564	Dec 12 2025 1:27:47 PM	0.0
565	Dec 12 2025 1:30:47 PM	0.0
566	Dec 12 2025 1:33:47 PM	0.0
567	Dec 12 2025 1:36:47 PM	0.0
568	Dec 12 2025 1:39:47 PM	0.0
569	Dec 12 2025 1:42:47 PM	0.0
570	Dec 12 2025 1:45:47 PM	0.0
571	Dec 12 2025 1:48:47 PM	0.0
572	Dec 12 2025 1:51:47 PM	0.0
573	Dec 12 2025 1:54:47 PM	0.0
574	Dec 12 2025 1:57:47 PM	0.0
575	Dec 12 2025 2:00:47 PM	0.0
576	Dec 12 2025 2:03:47 PM	0.0
577	Dec 12 2025 2:06:47 PM	0.0
578	Dec 12 2025 2:09:47 PM	0.0
579	Dec 12 2025 2:12:47 PM	0.0
580	Dec 12 2025 2:15:47 PM	0.0
