Source_File,DateTime,Precipitation
PONT_20230110.txt,2023-01-10 13:57:44,0.0
PONT_20230110.txt,2023-01-10 14:00:44,0.0
PONT_20230110.txt,2023-01-10 14:03:44,0.0
PONT_20230110.txt,2023-01-10 14:06:44,0.0
PONT_20230110.txt,2023-01-10 14:09:44,0.0
PONT_20230110.txt,2023-01-10 14:12:44,0.0
PONT_20230110.txt,2023-01-10 14:15:44,0.0
PONT_20230110.txt,2023-01-10 14:18:44,0.0
PONT_20230110.txt,2023-01-10 14:21:44,0.0
PONT_20230110.txt,2023-01-10 14:24:44,0.0
PONT_20230110.txt,2023-01-10 14:27:44,0.0
PONT_20230110.txt,2023-01-10 14:30:44,0.0
PONT_20230110.txt,2023-01-10 14:33:44,0.0
PONT_20230110.txt,2023-01-10 14:36:44,0.0
PONT_20230110.txt,2023-01-10 14:39:44,0.0
PONT_20230110.txt,2023-01-10 14:42:44,0.0
