MeteoSwiss_Station,Station,File,Status,Time_step_min,First_file_timestamp,Last_file_timestamp,First_common,Last_common,N_station_rows,N_station_grid_rows,N_overlap_pairs_no_lag,best_lag_steps,best_lag_minutes,best_correlation,best_abs_correlation,n_valid_pairs_at_best_lag
LSN,BETH,BETH_20230207.txt,ok,3.0,2022-11-30 00:03:26,2023-02-05 22:39:26,2022-11-30 00:03:26,2023-02-05 22:39:26,32613,32613,32613,0.0,0.0,0.38144799434251175,0.38144799434251175,32613
PUY,BETH,BETH_20230207.txt,ok,3.0,2022-11-30 00:03:26,2023-02-05 22:39:26,2022-11-30 00:03:26,2023-02-05 22:39:26,32613,32613,32613,-1.0,-3.0,0.3779253645658026,0.3779253645658026,32612
VIT,BETH,BETH_20230207.txt,ok,3.0,2022-11-30 00:03:26,2023-02-05 22:39:26,2022-11-30 00:03:26,2023-02-05 22:39:26,32613,32613,32613,-1.0,-3.0,0.28274548156104634,0.28274548156104634,32612
LSN,BETH,BETH_20230329.txt,ok,3.0,2023-02-07 14:48:16,2023-03-29 13:51:16,2023-02-07 14:48:16,2023-03-29 13:51:16,23982,23982,23982,-80.0,-240.0,-0.002862648550660344,0.002862648550660344,23902
PUY,BETH,BETH_20230329.txt,ok,3.0,2023-02-07 14:48:16,2023-03-29 13:51:16,2023-02-07 14:48:16,2023-03-29 13:51:16,23982,23982,23982,80.0,240.0,-0.0029463007796538226,0.0029463007796538226,23902
VIT,BETH,BETH_20230329.txt,ok,3.0,2023-02-07 14:48:16,2023-03-29 13:51:16,2023-02-07 14:48:16,2023-03-29 13:51:16,23982,23982,23982,-80.0,-240.0,-0.003381701353506548,0.003381701353506548,23902
LSN,BETH,BETH_20230719.txt,ok,3.0,2023-05-25 13:33:58,2023-07-19 12:21:58,2023-05-25 13:33:58,2023-07-19 12:21:58,26377,26377,26377,0.0,0.0,0.7723736637550435,0.7723736637550435,26377
PUY,BETH,BETH_20230719.txt,ok,3.0,2023-05-25 13:33:58,2023-07-19 12:21:58,2023-05-25 13:33:58,2023-07-19 12:21:58,26377,26377,26377,0.0,0.0,0.5756434832112006,0.5756434832112006,26377
VIT,BETH,BETH_20230719.txt,ok,3.0,2023-05-25 13:33:58,2023-07-19 12:21:58,2023-05-25 13:33:58,2023-07-19 12:21:58,26377,26377,26377,-2.0,-6.0,0.3259824419187874,0.3259824419187874,26375
LSN,BETH,BETH_20230904.txt,ok,3.0,2023-07-19 12:33:04,2023-09-04 06:57:04,2023-07-19 12:33:04,2023-09-04 06:57:04,22449,22449,22449,-2.0,-6.0,0.28827139329827145,0.28827139329827145,22447
PUY,BETH,BETH_20230904.txt,ok,3.0,2023-07-19 12:33:04,2023-09-04 06:57:04,2023-07-19 12:33:04,2023-09-04 06:57:04,22449,22449,22449,-5.0,-15.0,0.2406727892572803,0.2406727892572803,22444
VIT,BETH,BETH_20230904.txt,ok,3.0,2023-07-19 12:33:04,2023-09-04 06:57:04,2023-07-19 12:33:04,2023-09-04 06:57:04,22449,22449,22449,-2.0,-6.0,0.020625222092251046,0.020625222092251046,22447
LSN,BETH,BETH_20231018.txt,ok,3.0,2023-09-04 07:33:22,2023-10-18 08:18:22,2023-09-04 07:33:22,2023-10-18 08:18:22,21136,21136,21136,0.0,0.0,0.6976651801620193,0.6976651801620193,21136
PUY,BETH,BETH_20231018.txt,ok,3.0,2023-09-04 07:33:22,2023-10-18 08:18:22,2023-09-04 07:33:22,2023-10-18 08:18:22,21136,21136,21136,-5.0,-15.0,0.5508442083209766,0.5508442083209766,21131
VIT,BETH,BETH_20231018.txt,ok,3.0,2023-09-04 07:33:22,2023-10-18 08:18:22,2023-09-04 07:33:22,2023-10-18 08:18:22,21136,21136,21136,-3.0,-9.0,0.2222250243770398,0.2222250243770398,21133
LSN,BETH,BETH_20231218.txt,ok,3.0,2023-10-18 08:48:37,2023-12-18 08:06:37,2023-10-18 08:48:37,2023-12-18 08:06:37,29267,29267,29267,-1.0,-3.0,0.6959669605798438,0.6959669605798438,29266
PUY,BETH,BETH_20231218.txt,ok,3.0,2023-10-18 08:48:37,2023-12-18 08:06:37,2023-10-18 08:48:37,2023-12-18 08:06:37,29267,29267,29267,-2.0,-6.0,0.6682490454036171,0.6682490454036171,29265
VIT,BETH,BETH_20231218.txt,ok,3.0,2023-10-18 08:48:37,2023-12-18 08:06:37,2023-10-18 08:48:37,2023-12-18 08:06:37,29267,29267,29267,1.0,3.0,0.5133407203230705,0.5133407203230705,29266
LSN,BETH,BETH_20241114.xlsx,ok,3.0,2023-12-18 08:30:00,2024-02-23 04:30:00,2023-12-18 08:30:00,2024-02-23 04:30:00,32081,32081,32081,-1.0,-3.0,0.6008278485261019,0.6008278485261019,32080
PUY,BETH,BETH_20241114.xlsx,ok,3.0,2023-12-18 08:30:00,2024-02-23 04:30:00,2023-12-18 08:30:00,2024-02-23 04:30:00,32081,32081,32081,-2.0,-6.0,0.5930490994509849,0.5930490994509849,32079
VIT,BETH,BETH_20241114.xlsx,ok,3.0,2023-12-18 08:30:00,2024-02-23 04:30:00,2023-12-18 08:30:00,2024-02-23 04:30:00,32081,32081,32081,0.0,0.0,0.4990138387140638,0.4990138387140638,32081
LSN,BETH,BETH_20241120.txt,ok,3.0,2024-11-14 12:48:29,2024-11-20 14:45:29,2024-11-14 12:48:29,2024-11-20 14:45:29,2920,2920,2920,5.0,15.0,0.01698867130718374,0.01698867130718374,2915
PUY,BETH,BETH_20241120.txt,ok,3.0,2024-11-14 12:48:29,2024-11-20 14:45:29,2024-11-14 12:48:29,2024-11-20 14:45:29,2920,2920,2920,5.0,15.0,0.020391289246578605,0.020391289246578605,2915
VIT,BETH,BETH_20241120.txt,ok,3.0,2024-11-14 12:48:29,2024-11-20 14:45:29,2024-11-14 12:48:29,2024-11-20 14:45:29,2920,2920,2920,10.0,30.0,0.027153091714017023,0.027153091714017023,2910
LSN,BETH,BETH_20250612.txt,ok,3.0,2025-04-08 12:18:55,2025-06-12 09:33:55,2025-04-08 12:18:55,2025-06-12 09:33:55,31146,31146,31146,-1.0,-3.0,0.6480596841726749,0.6480596841726749,31145
PUY,BETH,BETH_20250612.txt,ok,3.0,2025-04-08 12:18:55,2025-06-12 09:33:55,2025-04-08 12:18:55,2025-06-12 09:33:55,31146,31146,31146,-2.0,-6.0,0.6271549228991207,0.6271549228991207,31144
VIT,BETH,BETH_20250612.txt,ok,3.0,2025-04-08 12:18:55,2025-06-12 09:33:55,2025-04-08 12:18:55,2025-06-12 09:33:55,31146,31146,31146,-2.0,-6.0,0.2350852756858018,0.2350852756858018,31144
LSN,BETH,BETH_20250805.txt,ok,3.0,2025-06-12 09:48:54,2025-08-05 09:18:54,2025-06-12 09:48:54,2025-08-05 09:18:54,25911,25911,25911,0.0,0.0,0.8101209692615707,0.8101209692615707,25911
PUY,BETH,BETH_20250805.txt,ok,3.0,2025-06-12 09:48:54,2025-08-05 09:18:54,2025-06-12 09:48:54,2025-08-05 09:18:54,25911,25911,25911,-2.0,-6.0,0.6892724029894812,0.6892724029894812,25909
VIT,BETH,BETH_20250805.txt,ok,3.0,2025-06-12 09:48:54,2025-08-05 09:18:54,2025-06-12 09:48:54,2025-08-05 09:18:54,25911,25911,25911,12.0,36.0,0.2222931055720725,0.2222931055720725,25899
LSN,BETH,BETH_20260305.txt,ok,3.0,2026-01-05 10:03:11,2026-03-05 13:48:11,2026-01-05 10:03:11,2026-03-05 13:48:11,28396,28396,28396,0.0,0.0,0.8804206101809506,0.8804206101809506,28396
PUY,BETH,BETH_20260305.txt,ok,3.0,2026-01-05 10:03:11,2026-03-05 13:48:11,2026-01-05 10:03:11,2026-03-05 13:48:11,28396,28396,28396,-1.0,-3.0,0.8718055564638731,0.8718055564638731,28395
VIT,BETH,BETH_20260305.txt,ok,3.0,2026-01-05 10:03:11,2026-03-05 13:48:11,2026-01-05 10:03:11,2026-03-05 13:48:11,28396,28396,28396,0.0,0.0,0.6359240944368455,0.6359240944368455,28396
LSN,BETH,BETH_20260528.csv,ok,3.0,2026-03-05 14:02:34,2026-05-28 11:24:30,2026-03-05 14:02:34,2026-05-04 23:50:34,39674,40268,28818,0.0,0.0,0.8659195690207622,0.8659195690207622,28818
PUY,BETH,BETH_20260528.csv,ok,3.0,2026-03-05 14:02:34,2026-05-28 11:24:30,2026-03-05 14:02:34,2026-05-04 23:50:34,39674,40268,28818,-1.0,-3.0,0.8683278519001926,0.8683278519001926,28817
VIT,BETH,BETH_20260528.csv,ok,3.0,2026-03-05 14:02:34,2026-05-28 11:24:30,2026-03-05 14:02:34,2026-05-04 23:50:34,39674,40268,28818,7.0,21.0,0.5545930832272121,0.5545930832272121,28818
LSN,BOIS,BOIS_20230222.txt,ok,3.0,2022-12-08 00:03:14,2023-02-13 22:39:14,2022-12-08 00:03:14,2023-02-13 22:39:14,32613,32613,32613,-1.0,-3.0,0.29940611798992095,0.29940611798992095,32612
PUY,BOIS,BOIS_20230222.txt,ok,3.0,2022-12-08 00:03:14,2023-02-13 22:39:14,2022-12-08 00:03:14,2023-02-13 22:39:14,32613,32613,32613,-1.0,-3.0,0.29657172180754704,0.29657172180754704,32612
VIT,BOIS,BOIS_20230222.txt,ok,3.0,2022-12-08 00:03:14,2023-02-13 22:39:14,2022-12-08 00:03:14,2023-02-13 22:39:14,32613,32613,32613,-1.0,-3.0,0.23961964357170287,0.23961964357170287,32612
LSN,BOIS,BOIS_20230425.txt,ok,3.0,2023-02-22 13:03:51,2023-04-25 10:57:51,2023-02-22 13:03:51,2023-04-25 10:57:51,29719,29719,29719,-18.0,-54.0,0.0734162737506518,0.0734162737506518,29701
PUY,BOIS,BOIS_20230425.txt,ok,3.0,2023-02-22 13:03:51,2023-04-25 10:57:51,2023-02-22 13:03:51,2023-04-25 10:57:51,29719,29719,29719,-20.0,-60.0,0.08524439057545122,0.08524439057545122,29699
VIT,BOIS,BOIS_20230425.txt,ok,3.0,2023-02-22 13:03:51,2023-04-25 10:57:51,2023-02-22 13:03:51,2023-04-25 10:57:51,29719,29719,29719,-37.0,-111.0,0.04584396891262166,0.04584396891262166,29682
LSN,BOIS,BOIS_20240229.txt,ok,3.0,2023-05-17 16:59:52,2024-02-29 06:53:52,2023-05-17 16:59:52,2024-02-29 06:53:52,138039,138039,138039,-2.0,-6.0,0.6735636601482046,0.6735636601482046,138037
PUY,BOIS,BOIS_20240229.txt,ok,3.0,2023-05-17 16:59:52,2024-02-29 06:53:52,2023-05-17 16:59:52,2024-02-29 06:53:52,138039,138039,138039,-3.0,-9.0,0.49278795205555354,0.49278795205555354,138036
VIT,BOIS,BOIS_20240229.txt,ok,3.0,2023-05-17 16:59:52,2024-02-29 06:53:52,2023-05-17 16:59:52,2024-02-29 06:53:52,138039,138039,138039,-4.0,-12.0,0.4516656534071321,0.4516656534071321,138035
LSN,BOIS,BOIS_20241120.xlsx,ok,3.0,2024-02-29 07:45:00,2024-05-02 22:45:00,2024-02-29 07:45:00,2024-05-02 22:45:00,30521,30541,30521,-1.0,-3.0,0.3721018324273115,0.3721018324273115,30520
PUY,BOIS,BOIS_20241120.xlsx,ok,3.0,2024-02-29 07:45:00,2024-05-02 22:45:00,2024-02-29 07:45:00,2024-05-02 22:45:00,30521,30541,30521,-3.0,-9.0,0.49849575522381495,0.49849575522381495,30518
VIT,BOIS,BOIS_20241120.xlsx,ok,3.0,2024-02-29 07:45:00,2024-05-02 22:45:00,2024-02-29 07:45:00,2024-05-02 22:45:00,30521,30541,30521,-3.0,-9.0,0.34352756224521136,0.34352756224521136,30518
LSN,BOIS,BOIS_20241205.xlsx,ok,3.0,2024-11-20 07:45:00,2024-12-05 07:06:00,2024-11-20 07:45:00,2024-12-05 07:06:00,7188,7188,7188,-1.0,-3.0,0.6136293027340413,0.6136293027340413,7187
PUY,BOIS,BOIS_20241205.xlsx,ok,3.0,2024-11-20 07:45:00,2024-12-05 07:06:00,2024-11-20 07:45:00,2024-12-05 07:06:00,7188,7188,7188,46.0,138.0,0.575353237846298,0.575353237846298,7142
VIT,BOIS,BOIS_20241205.xlsx,ok,3.0,2024-11-20 07:45:00,2024-12-05 07:06:00,2024-11-20 07:45:00,2024-12-05 07:06:00,7188,7188,7188,1.0,3.0,0.595739921535314,0.595739921535314,7187
LSN,BOIS,BOIS_20250410.xlsx,ok,3.0,2024-12-05 07:45:00,2024-12-16 20:21:00,2024-12-05 07:45:00,2024-12-16 20:21:00,5533,5533,5533,-1.0,-3.0,0.9032780100532681,0.9032780100532681,5532
PUY,BOIS,BOIS_20250410.xlsx,ok,3.0,2024-12-05 07:45:00,2024-12-16 20:21:00,2024-12-05 07:45:00,2024-12-16 20:21:00,5533,5533,5533,-3.0,-9.0,0.8607968810783331,0.8607968810783331,5530
VIT,BOIS,BOIS_20250410.xlsx,ok,3.0,2024-12-05 07:45:00,2024-12-16 20:21:00,2024-12-05 07:45:00,2024-12-16 20:21:00,5533,5533,5533,0.0,0.0,0.7650067431158692,0.7650067431158692,5533
LSN,BOIS,BOIS_20250429.xlsx,ok,3.0,2025-04-08 06:30:00,2025-04-17 23:24:00,2025-04-08 06:30:00,2025-04-17 23:24:00,4659,4659,4659,0.0,0.0,0.8607470275146478,0.8607470275146478,4659
PUY,BOIS,BOIS_20250429.xlsx,ok,3.0,2025-04-08 06:30:00,2025-04-17 23:24:00,2025-04-08 06:30:00,2025-04-17 23:24:00,4659,4659,4659,0.0,0.0,0.8405816481478032,0.8405816481478032,4659
VIT,BOIS,BOIS_20250429.xlsx,ok,3.0,2025-04-08 06:30:00,2025-04-17 23:24:00,2025-04-08 06:30:00,2025-04-17 23:24:00,4659,4659,4659,-7.0,-21.0,0.7055170125161483,0.7055170125161483,4652
LSN,BOIS,BOIS_20250612.txt,ok,3.0,2025-04-29 06:48:29,2025-06-12 06:15:29,2025-04-29 06:48:29,2025-06-12 06:15:29,21110,21110,21110,-1.0,-3.0,0.793047718470417,0.793047718470417,21109
PUY,BOIS,BOIS_20250612.txt,ok,3.0,2025-04-29 06:48:29,2025-06-12 06:15:29,2025-04-29 06:48:29,2025-06-12 06:15:29,21110,21110,21110,-1.0,-3.0,0.5471036401060146,0.5471036401060146,21109
VIT,BOIS,BOIS_20250612.txt,ok,3.0,2025-04-29 06:48:29,2025-06-12 06:15:29,2025-04-29 06:48:29,2025-06-12 06:15:29,21110,21110,21110,-2.0,-6.0,0.3430716732647755,0.3430716732647755,21108
LSN,BOIS,BOIS_20250805.txt,ok,3.0,2025-06-12 06:33:16,2025-08-05 05:33:16,2025-06-12 06:33:16,2025-08-05 05:33:16,25901,25901,25901,0.0,0.0,0.6646905490861834,0.6646905490861834,25901
PUY,BOIS,BOIS_20250805.txt,ok,3.0,2025-06-12 06:33:16,2025-08-05 05:33:16,2025-06-12 06:33:16,2025-08-05 05:33:16,25901,25901,25901,-3.0,-9.0,0.3966895713883155,0.3966895713883155,25898
VIT,BOIS,BOIS_20250805.txt,ok,3.0,2025-06-12 06:33:16,2025-08-05 05:33:16,2025-06-12 06:33:16,2025-08-05 05:33:16,25901,25901,25901,63.0,189.0,0.2881603813766245,0.2881603813766245,25838
LSN,BOIS,BOIS_20260528.csv,ok,3.0,2025-09-11 06:53:38,2026-05-28 11:24:30,2025-09-11 06:53:38,2026-05-04 23:50:38,88288,124411,77970,15.0,45.0,0.05382319481341441,0.05382319481341441,77977
PUY,BOIS,BOIS_20260528.csv,ok,3.0,2025-09-11 06:53:38,2026-05-28 11:24:30,2025-09-11 06:53:38,2026-05-04 23:50:38,88288,124411,77970,39.0,117.0,0.03247100556979913,0.03247100556979913,77982
VIT,BOIS,BOIS_20260528.csv,ok,3.0,2025-09-11 06:53:38,2026-05-28 11:24:30,2025-09-11 06:53:38,2026-05-04 23:50:38,88288,124411,77970,5.0,15.0,0.03516344402649852,0.03516344402649852,77973
LSN,CHAN,CHAN_20230207.txt,ok,3.0,2022-11-30 00:03:07,2023-02-05 22:39:07,2022-11-30 00:03:07,2023-02-05 22:39:07,32613,32613,32613,0.0,0.0,0.1733359396832679,0.1733359396832679,32613
PUY,CHAN,CHAN_20230207.txt,ok,3.0,2022-11-30 00:03:07,2023-02-05 22:39:07,2022-11-30 00:03:07,2023-02-05 22:39:07,32613,32613,32613,-1.0,-3.0,0.14936748845435335,0.14936748845435335,32612
VIT,CHAN,CHAN_20230207.txt,ok,3.0,2022-11-30 00:03:07,2023-02-05 22:39:07,2022-11-30 00:03:07,2023-02-05 22:39:07,32613,32613,32613,-2.0,-6.0,0.14220709399483275,0.14220709399483275,32611
LSN,CHAN,CHAN_20230329.txt,ok,3.0,2023-02-07 14:18:10,2023-03-29 13:24:10,2023-02-07 14:18:10,2023-03-29 13:24:10,23983,23983,23983,-3.0,-9.0,0.22016024621272415,0.22016024621272415,23980
PUY,CHAN,CHAN_20230329.txt,ok,3.0,2023-02-07 14:18:10,2023-03-29 13:24:10,2023-02-07 14:18:10,2023-03-29 13:24:10,23983,23983,23983,1.0,3.0,0.24017564619588092,0.24017564619588092,23982
VIT,CHAN,CHAN_20230329.txt,ok,3.0,2023-02-07 14:18:10,2023-03-29 13:24:10,2023-02-07 14:18:10,2023-03-29 13:24:10,23983,23983,23983,0.0,0.0,0.1356486604344125,0.1356486604344125,23983
LSN,CHAN,CHAN_20230524.txt,ok,3.0,2023-03-29 13:48:51,2023-05-24 13:57:51,2023-03-29 13:48:51,2023-05-24 13:57:51,26884,26884,26884,-47.0,-141.0,0.043289013668008636,0.043289013668008636,26837
PUY,CHAN,CHAN_20230524.txt,ok,3.0,2023-03-29 13:48:51,2023-05-24 13:57:51,2023-03-29 13:48:51,2023-05-24 13:57:51,26884,26884,26884,-76.0,-228.0,0.03030314863658183,0.03030314863658183,26808
VIT,CHAN,CHAN_20230524.txt,ok,3.0,2023-03-29 13:48:51,2023-05-24 13:57:51,2023-03-29 13:48:51,2023-05-24 13:57:51,26884,26884,26884,-37.0,-111.0,0.03767137756599285,0.03767137756599285,26847
LSN,CHAN,CHAN_20230719.txt,ok,3.0,2023-05-24 14:17:59,2023-07-19 13:08:59,2023-05-24 14:17:59,2023-07-19 13:08:59,26858,26858,26858,0.0,0.0,0.5280480574431095,0.5280480574431095,26858
PUY,CHAN,CHAN_20230719.txt,ok,3.0,2023-05-24 14:17:59,2023-07-19 13:08:59,2023-05-24 14:17:59,2023-07-19 13:08:59,26858,26858,26858,0.0,0.0,0.40554501751283756,0.40554501751283756,26858
VIT,CHAN,CHAN_20230719.txt,ok,3.0,2023-05-24 14:17:59,2023-07-19 13:08:59,2023-05-24 14:17:59,2023-07-19 13:08:59,26858,26858,26858,-2.0,-6.0,0.22896420297872253,0.22896420297872253,26856
LSN,CHAN,CHAN_20230904.txt,ok,3.0,2023-07-19 13:33:02,2023-09-04 07:18:02,2023-07-19 13:33:02,2023-09-04 07:18:02,22436,22436,22436,-2.0,-6.0,0.2764034213089219,0.2764034213089219,22434
PUY,CHAN,CHAN_20230904.txt,ok,3.0,2023-07-19 13:33:02,2023-09-04 07:18:02,2023-07-19 13:33:02,2023-09-04 07:18:02,22436,22436,22436,-5.0,-15.0,0.2354847681490851,0.2354847681490851,22431
VIT,CHAN,CHAN_20230904.txt,ok,3.0,2023-07-19 13:33:02,2023-09-04 07:18:02,2023-07-19 13:33:02,2023-09-04 07:18:02,22436,22436,22436,12.0,36.0,0.021186347781230082,0.021186347781230082,22424
LSN,CHAN,CHAN_20231218.txt,ok,3.0,2023-11-07 11:18:06,2023-12-18 09:30:06,2023-11-07 11:18:06,2023-12-18 09:30:06,19645,19645,19645,0.0,0.0,0.8039438823613063,0.8039438823613063,19645
PUY,CHAN,CHAN_20231218.txt,ok,3.0,2023-11-07 11:18:06,2023-12-18 09:30:06,2023-11-07 11:18:06,2023-12-18 09:30:06,19645,19645,19645,-1.0,-3.0,0.8327144403239881,0.8327144403239881,19644
VIT,CHAN,CHAN_20231218.txt,ok,3.0,2023-11-07 11:18:06,2023-12-18 09:30:06,2023-11-07 11:18:06,2023-12-18 09:30:06,19645,19645,19645,1.0,3.0,0.5284683572810218,0.5284683572810218,19644
LSN,CHAN,CHAN_20241114.xlsx,ok,3.0,2023-12-18 10:06:00,2024-11-14 10:39:00,2023-12-18 10:06:00,2024-11-14 10:39:00,159372,159372,159372,-1.0,-3.0,0.5582843134199826,0.5582843134199826,159371
PUY,CHAN,CHAN_20241114.xlsx,ok,3.0,2023-12-18 10:06:00,2024-11-14 10:39:00,2023-12-18 10:06:00,2024-11-14 10:39:00,159372,159372,159372,-2.0,-6.0,0.6143588689640714,0.6143588689640714,159370
VIT,CHAN,CHAN_20241114.xlsx,ok,3.0,2023-12-18 10:06:00,2024-11-14 10:39:00,2023-12-18 10:06:00,2024-11-14 10:39:00,159372,159372,159372,2.0,6.0,0.11072437304051744,0.11072437304051744,159370
LSN,CHAN,CHAN_20241203.txt,ok,3.0,2024-11-27 15:47:59,2024-12-03 10:44:59,2024-11-27 15:47:59,2024-12-03 10:44:59,2780,2780,2780,0.0,0.0,0.5749993612143777,0.5749993612143777,2780
PUY,CHAN,CHAN_20241203.txt,ok,3.0,2024-11-27 15:47:59,2024-12-03 10:44:59,2024-11-27 15:47:59,2024-12-03 10:44:59,2780,2780,2780,-1.0,-3.0,0.5808273673106547,0.5808273673106547,2779
VIT,CHAN,CHAN_20241203.txt,ok,3.0,2024-11-27 15:47:59,2024-12-03 10:44:59,2024-11-27 15:47:59,2024-12-03 10:44:59,2780,2780,2780,2.0,6.0,0.38709235838991746,0.38709235838991746,2778
LSN,CHAN,CHAN_20250410.xlsx,ok,3.0,2024-12-03 12:00:00,2025-01-10 16:57:00,2024-12-03 12:00:00,2025-01-10 16:57:00,18340,18340,18340,0.0,0.0,0.4263180956399695,0.4263180956399695,18340
PUY,CHAN,CHAN_20250410.xlsx,ok,3.0,2024-12-03 12:00:00,2025-01-10 16:57:00,2024-12-03 12:00:00,2025-01-10 16:57:00,18340,18340,18340,-2.0,-6.0,0.4388371946651435,0.4388371946651435,18338
VIT,CHAN,CHAN_20250410.xlsx,ok,3.0,2024-12-03 12:00:00,2025-01-10 16:57:00,2024-12-03 12:00:00,2025-01-10 16:57:00,18340,18340,18340,3.0,9.0,0.333042742539703,0.333042742539703,18337
LSN,CHAN,CHAN_20250626.txt,ok,3.0,2025-04-08 14:03:19,2025-06-15 12:39:19,2025-04-08 14:03:19,2025-06-15 12:39:19,32613,32613,32613,0.0,0.0,0.714074763467138,0.714074763467138,32613
PUY,CHAN,CHAN_20250626.txt,ok,3.0,2025-04-08 14:03:19,2025-06-15 12:39:19,2025-04-08 14:03:19,2025-06-15 12:39:19,32613,32613,32613,-1.0,-3.0,0.7584630334944622,0.7584630334944622,32612
VIT,CHAN,CHAN_20250626.txt,ok,3.0,2025-04-08 14:03:19,2025-06-15 12:39:19,2025-04-08 14:03:19,2025-06-15 12:39:19,32613,32613,32613,-2.0,-6.0,0.387659335868997,0.387659335868997,32611
LSN,CHAN,CHAN_20250805.txt,ok,3.0,2025-06-24 08:18:26,2025-08-05 11:21:26,2025-06-24 08:18:26,2025-08-05 11:21:26,20222,20222,20222,1.0,3.0,0.6467887476785271,0.6467887476785271,20221
PUY,CHAN,CHAN_20250805.txt,ok,3.0,2025-06-24 08:18:26,2025-08-05 11:21:26,2025-06-24 08:18:26,2025-08-05 11:21:26,20222,20222,20222,-1.0,-3.0,0.5763979511614225,0.5763979511614225,20221
VIT,CHAN,CHAN_20250805.txt,ok,3.0,2025-06-24 08:18:26,2025-08-05 11:21:26,2025-06-24 08:18:26,2025-08-05 11:21:26,20222,20222,20222,66.0,198.0,0.34824848766379124,0.34824848766379124,20156
LSN,CHAN,CHAN_20260528.csv,ok,3.0,2025-08-07 09:48:39,2026-05-28 11:23:25,2025-08-07 09:48:39,2026-05-04 23:51:39,125579,141153,114630,0.0,0.0,0.30874561805758943,0.30874561805758943,114630
PUY,CHAN,CHAN_20260528.csv,ok,3.0,2025-08-07 09:48:39,2026-05-28 11:23:25,2025-08-07 09:48:39,2026-05-04 23:51:39,125579,141153,114630,-1.0,-3.0,0.3384838986543094,0.3384838986543094,114629
VIT,CHAN,CHAN_20260528.csv,ok,3.0,2025-08-07 09:48:39,2026-05-28 11:23:25,2025-08-07 09:48:39,2026-05-04 23:51:39,125579,141153,114630,0.0,0.0,0.21177325571577013,0.21177325571577013,114630
LSN,ELYS,ELYS_20230207.txt,ok,3.0,2022-11-30 00:03:10,2023-02-05 22:39:10,2022-11-30 00:03:10,2023-02-05 22:39:10,32613,32613,32613,0.0,0.0,0.036835397201098706,0.036835397201098706,32613
PUY,ELYS,ELYS_20230207.txt,ok,3.0,2022-11-30 00:03:10,2023-02-05 22:39:10,2022-11-30 00:03:10,2023-02-05 22:39:10,32613,32613,32613,-1.0,-3.0,0.0486238834528638,0.0486238834528638,32612
VIT,ELYS,ELYS_20230207.txt,ok,3.0,2022-11-30 00:03:10,2023-02-05 22:39:10,2022-11-30 00:03:10,2023-02-05 22:39:10,32613,32613,32613,-78.0,-234.0,-0.024773346140251087,0.024773346140251087,32535
LSN,ELYS,ELYS_20230329.txt,ok,3.0,2023-02-07 13:48:24,2023-03-29 13:03:24,2023-02-07 13:48:24,2023-03-29 13:03:24,23986,23986,23986,61.0,183.0,-0.022001773775075315,0.022001773775075315,23925
PUY,ELYS,ELYS_20230329.txt,ok,3.0,2023-02-07 13:48:24,2023-03-29 13:03:24,2023-02-07 13:48:24,2023-03-29 13:03:24,23986,23986,23986,60.0,180.0,-0.022720209557109114,0.022720209557109114,23926
VIT,ELYS,ELYS_20230329.txt,ok,3.0,2023-02-07 13:48:24,2023-03-29 13:03:24,2023-02-07 13:48:24,2023-03-29 13:03:24,23986,23986,23986,-68.0,-204.0,-0.024096063985431262,0.024096063985431262,23918
LSN,ELYS,ELYS_20230524.txt,ok,3.0,2023-03-29 13:18:14,2023-05-24 14:18:14,2023-03-29 13:18:14,2023-05-24 14:18:14,26901,26901,26901,0.0,0.0,0.1255580612180167,0.1255580612180167,26901
PUY,ELYS,ELYS_20230524.txt,ok,3.0,2023-03-29 13:18:14,2023-05-24 14:18:14,2023-03-29 13:18:14,2023-05-24 14:18:14,26901,26901,26901,-1.0,-3.0,0.121107148033365,0.121107148033365,26900
VIT,ELYS,ELYS_20230524.txt,ok,3.0,2023-03-29 13:18:14,2023-05-24 14:18:14,2023-03-29 13:18:14,2023-05-24 14:18:14,26901,26901,26901,9.0,27.0,0.06412161584252135,0.06412161584252135,26892
LSN,ELYS,ELYS_20230719.txt,ok,3.0,2023-05-24 14:33:03,2023-07-19 13:39:03,2023-05-24 14:33:03,2023-07-19 13:39:03,26863,26863,26863,-1.0,-3.0,0.2009970759355637,0.2009970759355637,26862
PUY,ELYS,ELYS_20230719.txt,ok,3.0,2023-05-24 14:33:03,2023-07-19 13:39:03,2023-05-24 14:33:03,2023-07-19 13:39:03,26863,26863,26863,-1.0,-3.0,0.19577623351224227,0.19577623351224227,26862
VIT,ELYS,ELYS_20230719.txt,ok,3.0,2023-05-24 14:33:03,2023-07-19 13:39:03,2023-05-24 14:33:03,2023-07-19 13:39:03,26863,26863,26863,-5.0,-15.0,0.08913277075567096,0.08913277075567096,26858
LSN,ELYS,ELYS_20230904.txt,ok,3.0,2023-07-19 14:03:02,2023-09-04 08:00:02,2023-07-19 14:03:02,2023-09-04 08:00:02,22440,22440,22440,-1.0,-3.0,0.2957015712488365,0.2957015712488365,22439
PUY,ELYS,ELYS_20230904.txt,ok,3.0,2023-07-19 14:03:02,2023-09-04 08:00:02,2023-07-19 14:03:02,2023-09-04 08:00:02,22440,22440,22440,-2.0,-6.0,0.2629518475189393,0.2629518475189393,22438
