MeteoSwiss_Station,Station,File,Status,Time_step_min,First_file_timestamp,Last_file_timestamp,First_common,Last_common,N_station_rows,N_station_grid_rows,N_overlap_pairs_no_lag,best_lag_steps,best_lag_minutes,best_correlation,best_abs_correlation,n_valid_pairs_at_best_lag
LSN,ROUV,ROUV_20230110.txt,ok,3.0,2022-11-08 23:03:03,2023-01-10 12:30:03,2022-11-08 23:03:03,2023-01-10 12:30:03,30030,30030,30030,-1.0,-3.0,0.8448805122371006,0.8448805122371006,30029
PUY,ROUV,ROUV_20230110.txt,ok,3.0,2022-11-08 23:03:03,2023-01-10 12:30:03,2022-11-08 23:03:03,2023-01-10 12:30:03,30030,30030,30030,-2.0,-6.0,0.7564862693987106,0.7564862693987106,30028
VIT,ROUV,ROUV_20230110.txt,ok,3.0,2022-11-08 23:03:03,2023-01-10 12:30:03,2022-11-08 23:03:03,2023-01-10 12:30:03,30030,30030,30030,-1.0,-3.0,0.6483385881657288,0.6483385881657288,30029
LSN,ROUV,ROUV_20230327.txt,ok,3.0,2023-01-10 13:33:51,2023-03-19 12:09:51,2023-01-10 13:33:51,2023-03-19 12:09:51,32613,32613,32613,-2.0,-6.0,0.13575940175154919,0.13575940175154919,32611
PUY,ROUV,ROUV_20230327.txt,ok,3.0,2023-01-10 13:33:51,2023-03-19 12:09:51,2023-01-10 13:33:51,2023-03-19 12:09:51,32613,32613,32613,-5.0,-15.0,0.15331589433667936,0.15331589433667936,32608
VIT,ROUV,ROUV_20230327.txt,ok,3.0,2023-01-10 13:33:51,2023-03-19 12:09:51,2023-01-10 13:33:51,2023-03-19 12:09:51,32613,32613,32613,-2.0,-6.0,0.13345719982101412,0.13345719982101412,32611
LSN,ROUV,ROUV_20230425.txt,ok,3.0,2023-03-27 15:03:32,2023-04-25 07:51:32,2023-03-27 15:03:32,2023-04-25 07:51:32,13777,13777,13777,-1.0,-3.0,0.3136062129119163,0.3136062129119163,13776
PUY,ROUV,ROUV_20230425.txt,ok,3.0,2023-03-27 15:03:32,2023-04-25 07:51:32,2023-03-27 15:03:32,2023-04-25 07:51:32,13777,13777,13777,-3.0,-9.0,0.2411662522961982,0.2411662522961982,13774
VIT,ROUV,ROUV_20230425.txt,ok,3.0,2023-03-27 15:03:32,2023-04-25 07:51:32,2023-03-27 15:03:32,2023-04-25 07:51:32,13777,13777,13777,-1.0,-3.0,0.16940253574495379,0.16940253574495379,13776
LSN,ROUV,ROUV_20240229.txt,ok,3.0,2023-04-25 08:14:53,2024-02-29 08:17:53,2023-04-25 08:14:53,2024-02-29 08:17:53,138077,148802,138077,-1.0,-3.0,0.32579463605176867,0.32579463605176867,138076
PUY,ROUV,ROUV_20240229.txt,ok,3.0,2023-04-25 08:14:53,2024-02-29 08:17:53,2023-04-25 08:14:53,2024-02-29 08:17:53,138077,148802,138077,-1.0,-3.0,0.23633233087904465,0.23633233087904465,138076
VIT,ROUV,ROUV_20240229.txt,ok,3.0,2023-04-25 08:14:53,2024-02-29 08:17:53,2023-04-25 08:14:53,2024-02-29 08:17:53,138077,148802,138077,-3.0,-9.0,0.2795635040932438,0.2795635040932438,138074
LSN,ROUV,ROUV_20241114.xlsx,ok,3.0,2024-02-29 09:18:00,2024-11-14 13:42:00,2024-02-29 09:18:00,2024-11-14 13:42:00,124409,124409,124409,-3.0,-9.0,0.5067257998292687,0.5067257998292687,124406
PUY,ROUV,ROUV_20241114.xlsx,ok,3.0,2024-02-29 09:18:00,2024-11-14 13:42:00,2024-02-29 09:18:00,2024-11-14 13:42:00,124409,124409,124409,-4.0,-12.0,0.4193243308184156,0.4193243308184156,124405
VIT,ROUV,ROUV_20241114.xlsx,ok,3.0,2024-02-29 09:18:00,2024-11-14 13:42:00,2024-02-29 09:18:00,2024-11-14 13:42:00,124409,124409,124409,-2.0,-6.0,0.13673690693216423,0.13673690693216423,124407
LSN,ROUV,ROUV_20241203.xlsx,ok,3.0,2024-11-18 09:00:00,2024-12-03 13:51:00,2024-11-18 09:00:00,2024-12-03 13:51:00,7298,7298,7298,-1.0,-3.0,0.5177215876232377,0.5177215876232377,7297
PUY,ROUV,ROUV_20241203.xlsx,ok,3.0,2024-11-18 09:00:00,2024-12-03 13:51:00,2024-11-18 09:00:00,2024-12-03 13:51:00,7298,7298,7298,-3.0,-9.0,0.4481866620548657,0.4481866620548657,7295
VIT,ROUV,ROUV_20241203.xlsx,ok,3.0,2024-11-18 09:00:00,2024-12-03 13:51:00,2024-11-18 09:00:00,2024-12-03 13:51:00,7298,7298,7298,0.0,0.0,0.548939721018391,0.548939721018391,7298
LSN,ROUV,ROUV_20250410.xlsx,ok,3.0,2024-12-03 14:30:00,2025-01-14 20:00:00,2024-12-03 14:30:00,2025-01-14 20:00:00,20271,20271,20271,-80.0,-240.0,-0.0016865715602609479,0.0016865715602609479,20191
PUY,ROUV,ROUV_20250410.xlsx,ok,3.0,2024-12-03 14:30:00,2025-01-14 20:00:00,2024-12-03 14:30:00,2025-01-14 20:00:00,20271,20271,20271,-80.0,-240.0,-0.0016448430760236464,0.0016448430760236464,20191
VIT,ROUV,ROUV_20250410.xlsx,ok,3.0,2024-12-03 14:30:00,2025-01-14 20:00:00,2024-12-03 14:30:00,2025-01-14 20:00:00,20271,20271,20271,-8.0,-24.0,0.004088038139172899,0.004088038139172899,20263
LSN,ROUV,ROUV_20250612.txt,ok,3.0,2025-04-08 10:03:55,2025-06-12 07:12:55,2025-04-08 10:03:55,2025-06-12 07:12:55,31144,31144,31144,-1.0,-3.0,0.6875421556128729,0.6875421556128729,31143
PUY,ROUV,ROUV_20250612.txt,ok,3.0,2025-04-08 10:03:55,2025-06-12 07:12:55,2025-04-08 10:03:55,2025-06-12 07:12:55,31144,31144,31144,-2.0,-6.0,0.5087725840320966,0.5087725840320966,31142
VIT,ROUV,ROUV_20250612.txt,ok,3.0,2025-04-08 10:03:55,2025-06-12 07:12:55,2025-04-08 10:03:55,2025-06-12 07:12:55,31144,31144,31144,-5.0,-15.0,0.2838465116649231,0.2838465116649231,31139
LSN,ROUV,ROUV_20250805.txt,ok,3.0,2025-06-12 07:33:05,2025-08-05 06:51:05,2025-06-12 07:33:05,2025-08-05 06:51:05,25907,25907,25907,0.0,0.0,0.6856817996963178,0.6856817996963178,25907
PUY,ROUV,ROUV_20250805.txt,ok,3.0,2025-06-12 07:33:05,2025-08-05 06:51:05,2025-06-12 07:33:05,2025-08-05 06:51:05,25907,25907,25907,-3.0,-9.0,0.4358912288741327,0.4358912288741327,25904
VIT,ROUV,ROUV_20250805.txt,ok,3.0,2025-06-12 07:33:05,2025-08-05 06:51:05,2025-06-12 07:33:05,2025-08-05 06:51:05,25907,25907,25907,7.0,21.0,0.19037936198149702,0.19037936198149702,25900
LSN,ROUV,ROUV_20260401.txt,ok,3.0,2026-01-05 09:03:08,2026-03-14 07:39:08,2026-01-05 09:03:08,2026-03-14 07:39:08,32613,32613,32613,0.0,0.0,0.7518863870614387,0.7518863870614387,32613
PUY,ROUV,ROUV_20260401.txt,ok,3.0,2026-01-05 09:03:08,2026-03-14 07:39:08,2026-01-05 09:03:08,2026-03-14 07:39:08,32613,32613,32613,-1.0,-3.0,0.7165201266386902,0.7165201266386902,32612
VIT,ROUV,ROUV_20260401.txt,ok,3.0,2026-01-05 09:03:08,2026-03-14 07:39:08,2026-01-05 09:03:08,2026-03-14 07:39:08,32613,32613,32613,0.0,0.0,0.5705609320567707,0.5705609320567707,32613
LSN,ROUV,ROUV_20260528.csv,ok,3.0,2026-04-02 09:35:48,2026-05-28 11:26:58,2026-04-02 09:35:48,2026-05-04 23:50:48,26874,26918,15615,-10.0,-30.0,0.3035720264784998,0.3035720264784998,15605
PUY,ROUV,ROUV_20260528.csv,ok,3.0,2026-04-02 09:35:48,2026-05-28 11:26:58,2026-04-02 09:35:48,2026-05-04 23:50:48,26874,26918,15615,-6.0,-18.0,0.35127843188380653,0.35127843188380653,15609
VIT,ROUV,ROUV_20260528.csv,ok,3.0,2026-04-02 09:35:48,2026-05-28 11:26:58,2026-04-02 09:35:48,2026-05-04 23:50:48,26874,26918,15615,-25.0,-75.0,0.2972167959946633,0.2972167959946633,15590
LSN,VCLB,VCLB_20230301.txt,ok,3.0,2022-12-08 00:03:45,2023-02-13 22:39:45,2022-12-08 00:03:45,2023-02-13 22:39:45,32613,32613,32613,-34.0,-102.0,0.048482310470320346,0.048482310470320346,32579
PUY,VCLB,VCLB_20230301.txt,ok,3.0,2022-12-08 00:03:45,2023-02-13 22:39:45,2022-12-08 00:03:45,2023-02-13 22:39:45,32613,32613,32613,-35.0,-105.0,0.014698958312769095,0.014698958312769095,32578
VIT,VCLB,VCLB_20230301.txt,ok,3.0,2022-12-08 00:03:45,2023-02-13 22:39:45,2022-12-08 00:03:45,2023-02-13 22:39:45,32613,32613,32613,-38.0,-114.0,0.021303727640751356,0.021303727640751356,32575
LSN,VCLB,VCLB_20230425.txt,ok,3.0,2023-03-01 07:48:27,2023-04-25 08:45:27,2023-03-01 07:48:27,2023-04-25 08:45:27,26420,26420,26420,1.0,3.0,0.1031215817410881,0.1031215817410881,26419
PUY,VCLB,VCLB_20230425.txt,ok,3.0,2023-03-01 07:48:27,2023-04-25 08:45:27,2023-03-01 07:48:27,2023-04-25 08:45:27,26420,26420,26420,1.0,3.0,0.08627694503768488,0.08627694503768488,26419
VIT,VCLB,VCLB_20230425.txt,ok,3.0,2023-03-01 07:48:27,2023-04-25 08:45:27,2023-03-01 07:48:27,2023-04-25 08:45:27,26420,26420,26420,0.0,0.0,0.07515264129866876,0.07515264129866876,26420
LSN,VCLB,VCLB_20231107.txt,ok,3.0,2023-04-25 09:14:11,2023-11-07 08:47:11,2023-04-25 09:14:11,2023-11-07 08:47:11,94072,94072,94072,0.0,0.0,0.2834915748783281,0.2834915748783281,94072
PUY,VCLB,VCLB_20231107.txt,ok,3.0,2023-04-25 09:14:11,2023-11-07 08:47:11,2023-04-25 09:14:11,2023-11-07 08:47:11,94072,94072,94072,-3.0,-9.0,0.25775172163870774,0.25775172163870774,94069
VIT,VCLB,VCLB_20231107.txt,ok,3.0,2023-04-25 09:14:11,2023-11-07 08:47:11,2023-04-25 09:14:11,2023-11-07 08:47:11,94072,94072,94072,2.0,6.0,0.22046065347918278,0.22046065347918278,94070
LSN,VCLB,VCLB_20231218.txt,ok,3.0,2023-11-07 09:48:10,2023-12-18 12:30:10,2023-11-07 09:48:10,2023-12-18 12:30:10,19735,19735,19735,0.0,0.0,0.17559503218147218,0.17559503218147218,19735
PUY,VCLB,VCLB_20231218.txt,ok,3.0,2023-11-07 09:48:10,2023-12-18 12:30:10,2023-11-07 09:48:10,2023-12-18 12:30:10,19735,19735,19735,-1.0,-3.0,0.1418753248821536,0.1418753248821536,19734
VIT,VCLB,VCLB_20231218.txt,ok,3.0,2023-11-07 09:48:10,2023-12-18 12:30:10,2023-11-07 09:48:10,2023-12-18 12:30:10,19735,19735,19735,3.0,9.0,0.1976802937203711,0.1976802937203711,19732
LSN,VCLB,VCLB_20241120.xlsx,ok,3.0,2023-12-18 13:03:00,2024-11-20 13:51:00,2023-12-18 13:03:00,2024-11-20 13:51:00,162257,162257,162257,0.0,0.0,0.22308403888843928,0.22308403888843928,162257
PUY,VCLB,VCLB_20241120.xlsx,ok,3.0,2023-12-18 13:03:00,2024-11-20 13:51:00,2023-12-18 13:03:00,2024-11-20 13:51:00,162257,162257,162257,1.0,3.0,0.22565162130426522,0.22565162130426522,162256
VIT,VCLB,VCLB_20241120.xlsx,ok,3.0,2023-12-18 13:03:00,2024-11-20 13:51:00,2023-12-18 13:03:00,2024-11-20 13:51:00,162257,162257,162257,-1.0,-3.0,0.21999570455580747,0.21999570455580747,162256
LSN,VCLB,VCLB_20241127.txt,ok,3.0,2024-11-20 14:18:04,2024-11-27 13:06:04,2024-11-20 14:18:04,2024-11-27 13:06:04,3337,3337,3337,58.0,174.0,0.4497236960914898,0.4497236960914898,3279
PUY,VCLB,VCLB_20241127.txt,ok,3.0,2024-11-20 14:18:04,2024-11-27 13:06:04,2024-11-20 14:18:04,2024-11-27 13:06:04,3337,3337,3337,53.0,159.0,0.4386881024797379,0.4386881024797379,3284
VIT,VCLB,VCLB_20241127.txt,ok,3.0,2024-11-20 14:18:04,2024-11-27 13:06:04,2024-11-20 14:18:04,2024-11-27 13:06:04,3337,3337,3337,71.0,213.0,0.3837193034622426,0.3837193034622426,3266
LSN,VCLB,VCLB_20250623.txt,ok,3.0,2025-04-09 08:18:21,2025-06-16 06:54:21,2025-04-09 08:18:21,2025-06-16 06:54:21,32613,32613,32613,2.0,6.0,0.19260580484080295,0.19260580484080295,32611
PUY,VCLB,VCLB_20250623.txt,ok,3.0,2025-04-09 08:18:21,2025-06-16 06:54:21,2025-04-09 08:18:21,2025-06-16 06:54:21,32613,32613,32613,3.0,9.0,0.21811919631057375,0.21811919631057375,32610
VIT,VCLB,VCLB_20250623.txt,ok,3.0,2025-04-09 08:18:21,2025-06-16 06:54:21,2025-04-09 08:18:21,2025-06-16 06:54:21,32613,32613,32613,-1.0,-3.0,0.15626424844322148,0.15626424844322148,32612
LSN,VCLB,VCLB_20250805.txt,ok,3.0,2025-06-23 08:19:00,2025-08-05 07:31:00,2025-06-23 08:19:00,2025-08-05 07:31:00,20625,20625,20625,-3.0,-9.0,0.23562370980176633,0.23562370980176633,20622
PUY,VCLB,VCLB_20250805.txt,ok,3.0,2025-06-23 08:19:00,2025-08-05 07:31:00,2025-06-23 08:19:00,2025-08-05 07:31:00,20625,20625,20625,-6.0,-18.0,0.19048947220290122,0.19048947220290122,20619
VIT,VCLB,VCLB_20250805.txt,ok,3.0,2025-06-23 08:19:00,2025-08-05 07:31:00,2025-06-23 08:19:00,2025-08-05 07:31:00,20625,20625,20625,60.0,180.0,0.23464932869774904,0.23464932869774904,20565
LSN,VCLB,VCLB_20260305.txt,ok,3.0,2026-01-05 08:18:23,2026-03-05 12:36:23,2026-01-05 08:18:23,2026-03-05 12:36:23,28407,28407,28407,1.0,3.0,0.17721233305588757,0.17721233305588757,28406
PUY,VCLB,VCLB_20260305.txt,ok,3.0,2026-01-05 08:18:23,2026-03-05 12:36:23,2026-01-05 08:18:23,2026-03-05 12:36:23,28407,28407,28407,1.0,3.0,0.14683446346629336,0.14683446346629336,28406
VIT,VCLB,VCLB_20260305.txt,ok,3.0,2026-01-05 08:18:23,2026-03-05 12:36:23,2026-01-05 08:18:23,2026-03-05 12:36:23,28407,28407,28407,-1.0,-3.0,0.20006781566031434,0.20006781566031434,28406
LSN,VCLB,VCLB_20260528.csv,ok,3.0,2025-09-03 00:40:45,2026-05-28 11:24:18,2025-09-03 00:40:45,2026-05-04 23:52:45,49170,128376,37949,2.0,6.0,0.03596599484249606,0.03596599484249606,37949
PUY,VCLB,VCLB_20260528.csv,ok,3.0,2025-09-03 00:40:45,2026-05-28 11:24:18,2025-09-03 00:40:45,2026-05-04 23:52:45,49170,128376,37949,2.0,6.0,0.043398724297023045,0.043398724297023045,37949
VIT,VCLB,VCLB_20260528.csv,ok,3.0,2025-09-03 00:40:45,2026-05-28 11:24:18,2025-09-03 00:40:45,2026-05-04 23:52:45,49170,128376,37949,-6.0,-18.0,0.028896991743192452,0.028896991743192452,37943
