created_at,entry_id,field1,field2,field3,field5,latitude,longitude,elevation,status
2025-09-03T02:52:45+00:00,51,99.0,98.0,11.7,0.0,,,,
2025-09-03T02:58:45+00:00,52,99.0,96.0,11.9,0.0,,,,
2025-09-03T03:01:45+00:00,53,99.0,95.5,12.0,0.0,,,,
2025-09-03T03:07:45+00:00,54,99.0,94.0,11.9,0.0,,,,
2025-09-03T03:13:45+00:00,55,99.0,94.0,11.9,0.0,,,,
2025-09-03T03:19:45+00:00,56,99.0,94.0,12.1,0.0,,,,
2025-09-03T03:22:45+00:00,57,99.0,94.0,12.2,0.0,,,,
2025-09-03T03:31:45+00:00,58,99.0,93.5,12.4,0.0,,,,
2025-09-03T03:34:45+00:00,59,99.0,92.5,12.5,0.0,,,,
2025-09-03T03:43:45+00:00,60,99.0,93.0,12.5,0.0,,,,
2025-09-03T03:46:45+00:00,61,99.0,93.5,12.5,0.0,,,,
2025-09-03T03:49:45+00:00,62,99.0,93.5,12.5,0.0,,,,
2025-09-03T03:52:45+00:00,63,99.0,93.5,12.5,0.0,,,,
2025-09-03T03:58:45+00:00,64,99.0,93.5,12.4,0.0,,,,
2025-09-03T04:01:45+00:00,65,99.0,94.0,12.4,0.0,,,,
2025-09-03T04:04:45+00:00,66,99.0,94.0,12.5,0.0,,,,
2025-09-03T04:07:45+00:00,67,99.0,94.5,12.4,0.0,,,,
2025-09-03T04:10:45+00:00,68,99.0,94.5,12.3,0.0,,,,
2025-09-03T04:13:45+00:00,69,99.0,94.5,12.3,0.0,,,,
2025-09-03T04:16:45+00:00,70,99.0,94.5,12.3,0.0,,,,
2025-09-03T04:28:45+00:00,71,99.0,93.0,12.2,0.0,,,,
2025-09-03T04:31:45+00:00,72,99.0,93.5,12.2,0.0,,,,
2025-09-03T04:34:45+00:00,73,99.0,93.0,12.2,0.0,,,,
2025-09-03T04:40:45+00:00,74,99.0,93.0,12.1,0.0,,,,
2025-09-03T04:43:45+00:00,75,99.0,93.0,12.1,0.0,,,,
2025-09-03T04:46:45+00:00,76,99.0,93.0,12.0,0.0,,,,
2025-09-03T04:52:45+00:00,77,99.0,94.0,11.9,0.0,,,,
2025-09-03T04:55:45+00:00,78,99.0,94.0,11.9,0.0,,,,
2025-09-03T04:58:45+00:00,79,99.0,94.5,11.8,0.0,,,,
2025-09-03T05:07:45+00:00,80,99.0,94.5,11.8,0.0,,,,
2025-09-03T05:13:45+00:00,81,99.0,94.5,11.9,0.0,,,,
2025-09-03T05:16:45+00:00,82,99.0,93.5,11.9,0.0,,,,
2025-09-03T05:25:45+00:00,83,99.0,94.0,11.9,0.0,,,,
2025-09-03T05:28:45+00:00,84,99.0,94.0,11.9,0.0,,,,
2025-09-03T05:31:45+00:00,85,99.0,94.0,12.0,0.0,,,,
2025-09-03T05:34:45+00:00,86,99.0,93.5,11.9,0.0,,,,
2025-09-03T05:37:45+00:00,87,99.0,93.0,12.0,0.0,,,,
2025-09-03T05:40:45+00:00,88,99.0,91.5,12.1,0.0,,,,
2025-09-03T05:43:45+00:00,89,99.0,91.5,12.3,0.0,,,,
2025-09-03T05:46:45+00:00,90,99.0,91.0,12.4,0.0,,,,
2025-09-03T05:49:45+00:00,91,99.0,88.5,12.5,0.0,,,,
2025-09-03T05:52:45+00:00,92,99.0,89.5,12.6,0.0,,,,
2025-09-03T06:01:45+00:00,93,99.0,89.0,12.6,0.0,,,,
2025-09-03T06:04:45+00:00,94,99.0,88.0,12.8,0.0,,,,
2025-09-03T06:07:45+00:00,95,99.0,87.5,12.9,0.0,,,,
2025-09-03T06:10:45+00:00,96,99.0,87.5,12.9,0.0,,,,
2025-09-03T06:16:45+00:00,97,99.0,88.0,12.8,0.0,,,,
2025-09-03T06:22:45+00:00,98,99.0,87.5,12.9,0.0,,,,
2025-09-03T06:28:45+00:00,99,99.0,87.0,13.0,0.0,,,,
2025-09-03T06:31:45+00:00,100,99.0,87.0,13.0,0.0,,,,
2025-09-03T06:40:45+00:00,101,99.0,86.5,13.0,0.0,,,,
2025-09-03T06:43:45+00:00,102,99.0,88.0,13.0,0.0,,,,
2025-09-03T06:46:45+00:00,103,99.0,88.0,13.0,0.0,,,,
2025-09-03T06:52:45+00:00,104,99.0,88.0,13.2,0.0,,,,
2025-09-03T06:55:46+00:00,105,99.0,87.5,13.3,0.0,,,,
2025-09-03T06:58:46+00:00,106,99.0,86.5,13.4,0.0,,,,
2025-09-03T07:01:46+00:00,107,99.0,86.0,13.5,0.0,,,,
2025-09-03T07:04:46+00:00,108,99.0,86.0,13.5,0.0,,,,
2025-09-03T07:07:46+00:00,109,99.0,85.5,13.7,0.0,,,,
2025-09-03T07:10:46+00:00,110,99.0,84.5,13.8,0.0,,,,
2025-09-03T07:13:46+00:00,111,99.0,84.5,13.9,0.0,,,,
2025-09-03T07:19:46+00:00,112,99.0,85.0,13.8,0.0,,,,
2025-09-03T07:28:46+00:00,113,99.0,84.5,13.7,0.0,,,,
2025-09-03T07:31:46+00:00,114,99.0,84.5,13.8,0.0,,,,
2025-09-03T07:34:46+00:00,115,99.0,83.0,13.8,0.0,,,,
2025-09-03T07:37:46+00:00,116,99.0,84.0,13.9,0.0,,,,
2025-09-03T07:40:46+00:00,117,99.0,84.0,13.8,0.0,,,,
2025-09-03T07:49:46+00:00,118,99.0,84.5,14.4,0.0,,,,
2025-09-03T07:52:46+00:00,119,99.0,82.0,14.7,0.0,,,,
2025-09-03T07:58:46+00:00,120,99.0,82.5,15.4,0.0,,,,
2025-09-03T08:01:46+00:00,121,99.0,80.5,15.6,0.0,,,,
2025-09-03T08:04:46+00:00,122,99.0,78.0,15.7,0.0,,,,
2025-09-03T08:07:46+00:00,123,99.0,77.5,15.7,0.0,,,,
2025-09-03T08:10:46+00:00,124,99.0,77.0,15.9,0.0,,,,
2025-09-03T08:13:46+00:00,125,99.0,77.5,16.0,0.0,,,,
2025-09-03T08:19:46+00:00,126,99.0,76.0,16.3,0.0,,,,
2025-09-03T08:22:46+00:00,127,99.0,74.0,16.4,0.0,,,,
2025-09-03T08:25:46+00:00,128,99.0,73.0,16.7,0.0,,,,
2025-09-03T08:31:46+00:00,129,99.0,72.0,16.7,0.0,,,,
2025-09-03T08:49:46+00:00,130,99.0,70.0,17.1,0.0,,,,
2025-09-03T08:52:46+00:00,131,99.0,69.5,17.2,0.0,,,,
2025-09-03T08:55:46+00:00,132,99.0,70.5,17.1,0.0,,,,
2025-09-03T08:58:46+00:00,133,99.0,72.5,17.2,0.0,,,,
2025-09-03T09:01:46+00:00,134,99.0,70.5,17.4,0.0,,,,
2025-09-03T09:04:46+00:00,135,99.0,68.5,17.4,0.0,,,,
2025-09-03T09:07:46+00:00,136,99.0,69.5,17.4,0.0,,,,
2025-09-03T09:16:46+00:00,137,99.0,68.0,17.6,0.0,,,,
2025-09-03T09:19:46+00:00,138,99.0,68.0,17.7,0.0,,,,
2025-09-03T09:25:46+00:00,139,99.0,67.0,17.8,0.0,,,,
2025-09-03T09:28:46+00:00,140,99.0,66.0,17.7,0.0,,,,
2025-09-03T09:31:46+00:00,141,99.0,68.5,17.8,0.0,,,,
2025-09-03T09:40:46+00:00,142,99.0,69.5,18.1,0.0,,,,
2025-09-03T09:43:46+00:00,143,99.0,66.0,18.3,0.0,,,,
2025-09-03T09:52:46+00:00,144,99.0,63.0,18.6,0.0,,,,
2025-09-03T09:55:46+00:00,145,99.0,66.0,18.6,0.0,,,,
2025-09-03T10:01:46+00:00,146,99.0,64.0,18.8,0.0,,,,
2025-09-03T10:04:46+00:00,147,99.0,65.5,18.9,0.0,,,,
2025-09-03T10:07:46+00:00,148,99.0,63.0,18.8,0.0,,,,
2025-09-03T10:13:46+00:00,149,99.0,65.0,19.0,0.0,,,,
2025-09-03T10:28:46+00:00,150,99.0,61.0,19.5,0.0,,,,
2025-09-03T10:31:46+00:00,151,99.0,61.5,19.5,0.0,,,,
2025-09-03T10:34:46+00:00,152,99.0,61.0,19.7,0.0,,,,
2025-09-03T10:40:46+00:00,153,99.0,65.0,20.0,0.0,,,,
2025-09-03T10:49:45+00:00,154,99.0,64.5,20.6,0.0,,,,
2025-09-03T10:52:46+00:00,155,99.0,60.0,21.1,0.0,,,,
2025-09-03T10:55:46+00:00,156,99.0,59.0,21.5,0.0,,,,
2025-09-03T10:58:45+00:00,157,99.0,61.0,21.4,0.0,,,,
2025-09-03T11:01:45+00:00,158,99.0,55.5,21.5,0.0,,,,
2025-09-03T11:04:45+00:00,159,99.0,59.0,21.5,0.0,,,,
2025-09-03T11:07:45+00:00,160,99.0,56.0,21.5,0.0,,,,
2025-09-03T11:13:45+00:00,161,99.0,55.5,21.3,0.0,,,,
2025-09-03T11:16:45+00:00,162,99.0,54.5,21.4,0.0,,,,
2025-09-03T11:19:45+00:00,163,99.0,56.5,21.4,0.0,,,,
2025-09-03T11:22:45+00:00,164,99.0,58.5,21.5,0.0,,,,
2025-09-03T11:25:45+00:00,165,99.0,55.0,21.6,0.0,,,,
2025-09-03T11:31:45+00:00,166,99.0,54.0,21.9,0.0,,,,
2025-09-03T11:34:45+00:00,167,99.0,54.5,21.6,0.0,,,,
2025-09-03T11:37:45+00:00,168,99.0,56.0,21.6,0.0,,,,
2025-09-03T11:40:45+00:00,169,99.0,55.5,21.6,0.0,,,,
2025-09-03T11:43:45+00:00,170,99.0,56.0,21.5,0.0,,,,
2025-09-03T11:49:45+00:00,171,99.0,55.0,21.7,0.0,,,,
2025-09-03T11:52:45+00:00,172,99.0,55.0,21.8,0.0,,,,
2025-09-03T12:16:45+00:00,173,99.0,52.5,22.7,0.0,,,,
2025-09-03T12:19:45+00:00,174,99.0,52.0,22.4,0.0,,,,
2025-09-03T12:25:45+00:00,175,99.0,53.0,22.4,0.0,,,,
2025-09-03T12:28:45+00:00,176,99.0,57.5,22.8,0.0,,,,
2025-09-03T12:31:45+00:00,177,99.0,53.5,23.2,0.0,,,,
2025-09-03T12:40:45+00:00,178,99.0,50.0,23.8,0.0,,,,
2025-09-03T12:49:45+00:00,179,99.0,51.0,24.0,0.0,,,,
2025-09-03T12:55:45+00:00,180,99.0,51.0,24.0,0.0,,,,
2025-09-03T13:01:45+00:00,181,99.0,51.0,24.0,0.0,,,,
2025-09-03T13:04:45+00:00,182,99.0,50.5,24.4,0.0,,,,
2025-09-03T13:19:45+00:00,183,99.0,49.0,24.2,0.0,,,,
2025-09-03T13:25:45+00:00,184,99.0,49.0,24.2,0.0,,,,
2025-09-03T13:28:45+00:00,185,99.0,49.5,24.1,0.0,,,,
2025-09-03T13:31:45+00:00,186,99.0,52.0,24.3,0.0,,,,
2025-09-03T13:34:45+00:00,187,99.0,49.0,24.6,0.0,,,,
2025-09-03T13:37:45+00:00,188,99.0,47.5,24.7,0.0,,,,
2025-09-03T13:40:45+00:00,189,99.0,47.5,24.5,0.0,,,,
2025-09-03T13:49:45+00:00,190,99.0,49.0,25.2,0.0,,,,
2025-09-03T13:55:45+00:00,191,99.0,47.0,25.0,0.0,,,,
2025-09-03T14:01:45+00:00,192,99.0,47.0,24.7,0.0,,,,
2025-09-03T14:04:45+00:00,193,99.0,48.0,24.4,0.0,,,,
2025-09-03T14:10:45+00:00,194,99.0,48.5,23.5,0.0,,,,
2025-09-03T14:13:45+00:00,195,99.0,51.5,23.1,0.0,,,,
2025-09-03T14:16:45+00:00,196,99.0,50.5,23.0,0.0,,,,
2025-09-03T14:22:45+00:00,197,99.0,50.5,22.3,0.0,,,,
2025-09-03T14:31:45+00:00,198,99.0,52.0,21.9,0.0,,,,
2025-09-03T14:37:45+00:00,199,99.0,53.5,21.9,0.0,,,,
2025-09-03T14:40:45+00:00,200,99.0,53.5,22.2,0.0,,,,
2025-09-03T14:43:45+00:00,201,99.0,50.0,22.7,0.0,,,,
2025-09-03T14:49:45+00:00,202,99.0,51.0,22.7,0.0,,,,
2025-09-03T14:55:45+00:00,203,99.0,50.0,22.6,0.0,,,,
2025-09-03T15:04:45+00:00,204,99.0,49.0,22.6,0.0,,,,
2025-09-03T15:07:45+00:00,205,99.0,53.0,23.0,0.0,,,,
2025-09-03T15:13:45+00:00,206,99.0,45.5,24.2,0.0,,,,
2025-09-03T15:16:45+00:00,207,99.0,45.5,24.6,0.0,,,,
2025-09-03T15:19:45+00:00,208,99.0,44.0,25.0,0.0,,,,
2025-09-03T15:28:45+00:00,209,99.0,44.5,25.3,0.0,,,,
2025-09-03T15:34:45+00:00,210,99.0,43.5,25.8,0.0,,,,
2025-09-03T15:37:45+00:00,211,99.0,44.0,26.0,0.0,,,,
2025-09-03T15:43:45+00:00,212,99.0,43.0,26.1,0.0,,,,
2025-09-03T15:58:45+00:00,213,99.0,41.5,25.9,0.0,,,,
2025-09-03T16:01:45+00:00,214,99.0,44.0,25.7,0.0,,,,
2025-09-03T16:04:45+00:00,215,99.0,42.0,25.6,0.0,,,,
2025-09-03T16:07:45+00:00,216,99.0,43.5,25.6,0.0,,,,
2025-09-03T16:10:45+00:00,217,99.0,44.0,25.4,0.0,,,,
2025-09-03T16:13:45+00:00,218,99.0,44.5,25.1,0.0,,,,
2025-09-03T16:16:45+00:00,219,99.0,42.5,25.1,0.0,,,,
2025-09-03T16:25:45+00:00,220,99.0,44.5,24.1,0.0,,,,
2025-09-03T16:28:45+00:00,221,99.0,46.0,23.8,0.0,,,,
2025-09-03T16:31:45+00:00,222,99.0,45.5,23.9,0.0,,,,
2025-09-03T16:37:45+00:00,223,99.0,46.0,24.2,0.0,,,,
2025-09-03T16:43:45+00:00,224,99.0,46.5,24.1,0.0,,,,
2025-09-03T16:52:45+00:00,225,99.0,48.0,23.0,0.0,,,,
2025-09-03T16:55:45+00:00,226,99.0,53.0,22.5,0.0,,,,
2025-09-03T17:04:45+00:00,227,99.0,53.0,21.9,0.0,,,,
2025-09-03T17:07:45+00:00,228,99.0,51.5,22.1,0.0,,,,
2025-09-03T17:13:45+00:00,229,99.0,52.0,21.8,0.0,,,,
2025-09-03T17:28:45+00:00,230,99.0,59.0,20.1,0.0,,,,
2025-09-03T17:31:45+00:00,231,99.0,60.0,19.9,0.0,,,,
2025-09-03T17:37:45+00:00,232,99.0,62.0,19.5,0.0,,,,
2025-09-03T17:40:45+00:00,233,99.0,61.5,19.2,0.0,,,,
2025-09-03T17:43:45+00:00,234,99.0,62.5,19.0,0.0,,,,
2025-09-03T17:46:45+00:00,235,99.0,65.5,18.8,0.0,,,,
2025-09-03T17:49:45+00:00,236,99.0,65.0,18.5,0.0,,,,
2025-09-03T17:52:45+00:00,237,99.0,67.0,18.2,0.0,,,,
2025-09-03T17:55:45+00:00,238,99.0,68.0,18.0,0.0,,,,
2025-09-03T18:01:45+00:00,239,99.0,69.5,17.5,0.0,,,,
2025-09-03T18:13:45+00:00,240,99.0,72.0,16.9,0.0,,,,
2025-09-03T18:16:45+00:00,241,99.0,74.0,16.6,0.0,,,,
2025-09-03T18:25:45+00:00,242,99.0,76.0,16.2,0.0,,,,
2025-09-03T18:31:45+00:00,243,99.0,77.5,16.0,0.0,,,,
2025-09-03T18:46:45+00:00,244,99.0,78.5,15.6,0.0,,,,
2025-09-03T18:49:45+00:00,245,99.0,79.5,15.6,0.0,,,,
2025-09-03T18:52:45+00:00,246,99.0,79.5,15.5,0.0,,,,
2025-09-03T18:55:45+00:00,247,99.0,80.5,15.2,0.0,,,,
2025-09-03T19:01:45+00:00,248,99.0,79.5,15.2,0.0,,,,
2025-09-03T19:04:45+00:00,249,99.0,83.0,15.1,0.0,,,,
2025-09-03T19:10:45+00:00,250,99.0,85.0,14.9,0.0,,,,
2025-09-03T19:13:45+00:00,251,99.0,85.0,14.8,0.0,,,,
2025-09-03T19:16:45+00:00,252,99.0,86.5,14.5,0.0,,,,
2025-09-03T19:19:45+00:00,253,99.0,86.5,14.5,0.0,,,,
2025-09-03T19:25:45+00:00,254,99.0,87.5,14.4,0.0,,,,
2025-09-03T19:28:45+00:00,255,99.0,88.0,14.4,0.0,,,,
2025-09-03T19:31:45+00:00,256,99.0,89.0,14.2,0.0,,,,
2025-09-03T19:34:45+00:00,257,99.0,87.0,14.2,0.0,,,,
2025-09-03T19:40:45+00:00,258,99.0,87.0,14.3,0.0,,,,
2025-09-03T19:43:45+00:00,259,99.0,88.0,14.4,0.0,,,,
2025-09-03T19:46:45+00:00,260,99.0,87.5,14.4,0.0,,,,
2025-09-03T19:49:45+00:00,261,99.0,88.5,14.4,0.0,,,,
2025-09-03T19:52:45+00:00,262,99.0,88.0,14.4,0.0,,,,
2025-09-03T19:55:45+00:00,263,99.0,88.0,14.4,0.0,,,,
2025-09-03T19:58:45+00:00,264,99.0,86.5,14.3,0.0,,,,
2025-09-03T20:07:45+00:00,265,99.0,89.0,14.1,0.0,,,,
2025-09-03T20:13:45+00:00,266,99.0,90.5,14.0,0.0,,,,
2025-09-03T20:16:45+00:00,267,99.0,91.0,14.2,0.0,,,,
2025-09-03T20:19:45+00:00,268,99.0,88.5,14.1,0.0,,,,
2025-09-03T20:22:45+00:00,269,99.0,88.0,14.2,0.0,,,,
2025-09-03T20:28:45+00:00,270,99.0,85.0,14.6,0.0,,,,
2025-09-03T20:31:45+00:00,271,99.0,84.0,14.7,0.0,,,,
2025-09-03T20:34:45+00:00,272,99.0,84.0,15.0,0.0,,,,
2025-09-03T20:37:45+00:00,273,99.0,83.5,14.9,0.0,,,,
2025-09-03T20:40:45+00:00,274,99.0,84.0,15.0,0.0,,,,
2025-09-03T20:43:45+00:00,275,99.0,83.5,15.1,0.0,,,,
2025-09-03T20:46:45+00:00,276,99.0,83.5,15.0,0.0,,,,
2025-09-03T20:49:45+00:00,277,99.0,83.5,15.1,0.0,,,,
2025-09-03T20:52:45+00:00,278,99.0,83.0,15.1,0.0,,,,
2025-09-03T21:01:45+00:00,279,99.0,82.5,15.2,0.0,,,,
2025-09-03T21:04:45+00:00,280,99.0,84.5,15.1,0.0,,,,
2025-09-03T21:16:45+00:00,281,99.0,83.0,15.2,0.0,,,,
2025-09-03T21:22:45+00:00,282,99.0,82.0,15.8,0.0,,,,
2025-09-03T21:25:45+00:00,283,99.0,81.5,15.8,0.0,,,,
2025-09-03T21:28:45+00:00,284,99.0,81.0,16.0,0.0,,,,
2025-09-03T21:31:45+00:00,285,99.0,80.5,16.1,0.0,,,,
2025-09-03T21:37:45+00:00,286,99.0,77.5,16.5,0.0,,,,
2025-09-03T21:40:45+00:00,287,99.0,78.0,16.6,0.0,,,,
2025-09-03T21:43:45+00:00,288,99.0,77.5,16.7,0.0,,,,
2025-09-03T21:49:45+00:00,289,99.0,77.5,16.9,0.0,,,,
2025-09-03T21:52:45+00:00,290,99.0,77.0,17.0,0.0,,,,
2025-09-03T21:55:45+00:00,291,99.0,77.5,16.9,0.0,,,,
2025-09-03T22:01:45+00:00,292,99.0,78.0,16.9,0.0,,,,
2025-09-03T22:04:45+00:00,293,99.0,78.5,16.9,0.0,,,,
2025-09-03T22:07:45+00:00,294,99.0,79.5,16.9,0.0,,,,
2025-09-03T22:13:45+00:00,295,99.0,86.0,16.5,0.0,,,,
2025-09-03T22:16:45+00:00,296,99.0,89.5,16.2,0.0,,,,
2025-09-03T22:25:45+00:00,297,99.0,91.0,15.8,0.0,,,,
2025-09-03T22:28:45+00:00,298,99.0,90.5,16.0,0.0,,,,
2025-09-03T22:31:45+00:00,299,99.0,91.5,15.9,0.0,,,,
2025-09-03T22:34:45+00:00,300,99.0,92.0,15.7,0.0,,,,
2025-09-03T22:37:45+00:00,301,99.0,92.5,15.7,0.0,,,,
2025-09-03T22:40:45+00:00,302,99.0,92.5,15.7,0.0,,,,
2025-09-03T22:43:45+00:00,303,99.0,92.0,15.5,0.0,,,,
2025-09-03T22:55:45+00:00,304,99.0,92.0,15.7,0.0,,,,
2025-09-03T23:01:45+00:00,305,99.0,89.5,15.9,0.0,,,,
2025-09-03T23:04:44+00:00,306,99.0,90.0,15.9,0.0,,,,
2025-09-03T23:07:44+00:00,307,99.0,89.5,16.1,0.0,,,,
2025-09-03T23:10:44+00:00,308,99.0,90.5,16.0,0.0,,,,
2025-09-03T23:13:44+00:00,309,99.0,89.5,16.0,0.0,,,,
2025-09-03T23:16:44+00:00,310,99.0,89.5,16.0,0.0,,,,
2025-09-03T23:25:44+00:00,311,99.0,89.0,16.0,0.0,,,,
2025-09-03T23:34:44+00:00,312,99.0,89.5,15.9,0.0,,,,
2025-09-03T23:37:44+00:00,313,99.0,91.0,15.9,0.0,,,,
2025-09-03T23:40:44+00:00,314,99.0,91.0,15.9,0.0,,,,
2025-09-03T23:43:44+00:00,315,99.0,91.0,15.7,0.0,,,,
2025-09-03T23:52:44+00:00,316,99.0,92.0,15.7,0.0,,,,
2025-09-03T23:55:44+00:00,317,99.0,91.0,15.8,0.0,,,,
2025-09-03T23:58:44+00:00,318,99.0,92.0,15.7,0.0,,,,
2025-09-04T00:01:44+00:00,319,99.0,93.0,15.7,0.0,,,,
2025-09-04T00:07:44+00:00,320,99.0,91.0,15.7,0.0,,,,
2025-09-04T00:10:44+00:00,321,99.0,88.5,15.9,0.0,,,,
2025-09-04T00:13:44+00:00,322,99.0,89.5,15.7,0.0,,,,
2025-09-04T00:19:44+00:00,323,99.0,90.0,15.6,0.0,,,,
2025-09-04T00:22:44+00:00,324,99.0,90.0,15.7,0.0,,,,
2025-09-04T00:25:44+00:00,325,99.0,90.0,15.6,0.0,,,,
2025-09-04T00:28:44+00:00,326,99.0,90.5,15.6,0.0,,,,
2025-09-04T00:31:44+00:00,327,99.0,91.0,15.6,0.0,,,,
2025-09-04T00:37:44+00:00,328,99.0,91.5,15.5,0.0,,,,
2025-09-04T00:40:44+00:00,329,99.0,92.5,15.4,0.0,,,,
2025-09-04T00:49:44+00:00,330,99.0,92.0,15.5,0.0,,,,
2025-09-04T00:52:44+00:00,331,99.0,92.0,15.4,0.0,,,,
2025-09-04T00:55:44+00:00,332,99.0,93.0,15.4,0.0,,,,
2025-09-04T00:58:44+00:00,333,99.0,92.0,15.5,0.0,,,,
2025-09-04T01:01:44+00:00,334,99.0,91.5,15.5,0.0,,,,
2025-09-04T01:04:44+00:00,335,99.0,90.0,15.5,0.0,,,,
2025-09-04T01:07:44+00:00,336,99.0,88.5,15.6,0.0,,,,
2025-09-04T01:10:44+00:00,337,99.0,87.5,15.7,0.0,,,,
2025-09-04T01:16:44+00:00,338,99.0,87.5,15.7,0.0,,,,
2025-09-04T01:22:44+00:00,339,99.0,87.0,15.7,0.0,,,,
2025-09-04T01:25:44+00:00,340,99.0,86.5,15.7,0.0,,,,
2025-09-04T01:28:44+00:00,341,99.0,87.0,15.6,0.0,,,,
2025-09-04T01:31:44+00:00,342,99.0,87.0,15.7,0.0,,,,
2025-09-04T01:34:44+00:00,343,99.0,87.0,15.5,0.0,,,,
2025-09-04T01:37:44+00:00,344,99.0,88.0,15.6,0.0,,,,
2025-09-04T01:40:44+00:00,345,99.0,86.5,15.6,0.0,,,,
2025-09-04T01:43:44+00:00,346,99.0,86.0,15.7,0.0,,,,
2025-09-04T01:46:44+00:00,347,99.0,85.5,15.6,0.0,,,,
2025-09-04T01:49:44+00:00,348,99.0,86.5,15.7,0.0,,,,
2025-09-04T01:52:44+00:00,349,99.0,87.5,15.5,0.0,,,,
2025-09-04T01:55:44+00:00,350,99.0,87.0,15.5,0.0,,,,
2025-09-04T02:01:44+00:00,351,99.0,90.0,15.4,0.0,,,,
2025-09-04T02:04:44+00:00,352,99.0,86.5,15.4,0.0,,,,
2025-09-04T02:07:44+00:00,353,99.0,89.5,15.4,0.0,,,,
2025-09-04T02:10:44+00:00,354,99.0,87.5,15.4,0.0,,,,
2025-09-04T02:13:44+00:00,355,99.0,87.0,15.2,0.0,,,,
2025-09-04T02:16:44+00:00,356,99.0,87.5,15.2,0.0,,,,
2025-09-04T02:19:44+00:00,357,99.0,88.5,15.1,0.0,,,,
2025-09-04T02:22:44+00:00,358,99.0,88.5,15.2,0.0,,,,
2025-09-04T02:34:44+00:00,359,99.0,89.5,15.1,0.0,,,,
2025-09-04T02:37:44+00:00,360,99.0,89.0,15.1,0.0,,,,
2025-09-04T02:40:44+00:00,361,99.0,90.0,15.0,0.0,,,,
2025-09-04T02:43:44+00:00,362,99.0,91.0,15.0,0.0,,,,
2025-09-04T02:46:44+00:00,363,99.0,90.0,15.0,0.0,,,,
2025-09-04T02:52:44+00:00,364,99.0,91.0,14.7,0.0,,,,
2025-09-04T02:55:44+00:00,365,99.0,91.0,14.7,0.0,,,,
2025-09-04T02:58:44+00:00,366,99.0,91.0,14.5,0.0,,,,
2025-09-04T03:01:44+00:00,367,99.0,89.5,14.5,0.0,,,,
2025-09-04T03:04:44+00:00,368,99.0,91.0,14.4,0.0,,,,
2025-09-04T03:10:44+00:00,369,99.0,92.0,14.3,0.0,,,,
2025-09-04T03:13:44+00:00,370,99.0,90.0,14.3,0.0,,,,
2025-09-04T03:19:44+00:00,371,99.0,91.0,14.3,0.0,,,,
2025-09-04T03:22:44+00:00,372,99.0,90.5,14.3,0.0,,,,
2025-09-04T03:28:44+00:00,373,99.0,91.0,14.1,0.0,,,,
2025-09-04T03:31:44+00:00,374,99.0,90.5,14.0,0.0,,,,
