created_at,entry_id,field1,field2,field3,field5,latitude,longitude,elevation,status
2026-04-02T09:35:48+00:00,68499,50.0,55.5,7.5,0.0,,,,
2026-04-02T09:38:50+00:00,68500,50.0,55.5,7.7,0.0,,,,
2026-04-02T09:41:48+00:00,68501,50.0,54.5,8.1,0.0,,,,
2026-04-02T09:44:49+00:00,68502,50.0,53.5,7.9,0.0,,,,
