Date,Daily status,Daily reason,Daily valid points,Daily station rain mm,Daily MeteoSwiss rain mm,Daily correlation,Daily bias
2023-10-18,PASS,OK,294,0.68,0.8,0.6107,-0.15
2023-10-19,PASS,OK,480,8.05,8.7,0.7013,-0.0747
2023-10-20,PASS,OK,480,23.72,21.7,0.826,0.0931
2023-10-21,PASS,OK,480,6.23,6.1,0.8604,0.0213
2023-10-22,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-10-23,PASS,OK,480,0.67,0.9,0.6142,-0.2556
2023-10-24,PASS,OK,480,36.1,43.8,0.8346,-0.1758
2023-10-25,PASS,OK,480,18.08,23.5037,0.8927,-0.2308
2023-10-26,PASS,OK,480,25.38,29.8037,0.861,-0.1484
2023-10-27,PASS,OK,480,24.81,31.9927,0.861,-0.2245
2023-10-28,FAIL,corr N/A < 0.4; bias N/A outside +/-0.3 and total diff 0.650 > 0.5,480,0.65,0.0,,
2023-10-29,FAIL,dry day totals differ: diff 0.280 > 0.2,480,0.28,0.0,,
2023-10-30,PASS,OK,480,16.84,21.5,0.943,-0.2167
2023-10-31,PASS,OK,480,4.35,4.5,0.6791,-0.0333
2023-11-01,PASS,OK,480,0.7,1.2,0.7559,-0.4167
2023-11-02,PASS,OK,480,24.09,32.1037,0.7566,-0.2496
2023-11-03,FAIL,bias -0.451 outside +/-0.3 and total diff 5.586 > 0.5,480,6.81,12.3963,0.5468,-0.4506
2023-11-04,PASS,OK,480,19.68,26.4,0.9262,-0.2545
2023-11-05,FAIL,corr 0.043 < 0.4; bias 5.667 outside +/-0.3 and total diff 47.600 > 0.5,480,56.0,8.4,0.0427,5.6667
2023-11-06,FAIL,corr -0.039 < 0.4; bias 23.700 outside +/-0.3 and total diff 7.110 > 0.5,480,7.41,0.3,-0.0394,23.7
2023-11-07,FAIL,corr -0.017 < 0.4; bias 7.100 outside +/-0.3 and total diff 1.420 > 0.5,480,1.62,0.2,-0.0172,7.1
2023-11-08,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-11-09,FAIL,bias -0.339 outside +/-0.3 and total diff 2.008 > 0.5,480,3.91,5.9183,0.7843,-0.3393
2023-11-10,PASS,OK,480,9.51,10.1073,0.8759,-0.0591
2023-11-11,FAIL,bias -0.474 outside +/-0.3 and total diff 3.304 > 0.5,480,3.67,6.9743,0.6702,-0.4738
2023-11-12,PASS,OK,480,9.88,11.4,0.6617,-0.1333
2023-11-13,PASS,OK,480,11.12,13.2037,0.9294,-0.1578
2023-11-14,PASS,OK,480,37.19,49.0963,0.9286,-0.2425
2023-11-15,PASS,dry day totals close: diff 0.110 <= 0.2,480,0.11,0.0,,
2023-11-16,FAIL,corr -0.002 < 0.4; bias 20.700 outside +/-0.3 and total diff 12.420 > 0.5,480,13.02,0.6,-0.0018,20.7
2023-11-17,FAIL,corr -0.018 < 0.4,480,0.57,0.2,-0.0184,1.85
2023-11-18,PASS,dry day totals close: diff 0.200 <= 0.2,480,0.0,0.2,,
2023-11-19,PASS,OK,480,2.24,2.7,0.6916,-0.1704
2023-11-20,PASS,dry day totals close: diff 0.010 <= 0.2,480,0.01,0.0,,
2023-11-21,FAIL,corr 0.009 < 0.4; bias 6.833 outside +/-0.3 and total diff 6.150 > 0.5,480,7.05,0.9,0.0088,6.8333
2023-11-22,FAIL,corr N/A < 0.4; bias N/A outside +/-0.3 and total diff 63.240 > 0.5,480,63.24,0.0,,
2023-11-23,FAIL,corr N/A < 0.4; bias N/A outside +/-0.3 and total diff 5.160 > 0.5,480,5.16,0.0,,
2023-11-24,FAIL,corr 0.379 < 0.4; bias 3.267 outside +/-0.3 and total diff 2.940 > 0.5,480,3.84,0.9,0.3791,3.2667
2023-11-25,PASS,dry day totals close: diff 0.100 <= 0.2,480,0.0,0.1,,
2023-11-26,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-11-27,FAIL,bias -0.512 outside +/-0.3 and total diff 4.664 > 0.5,480,4.44,9.1037,0.8367,-0.5123
2023-11-28,PASS,OK,480,6.08,5.7963,0.8066,0.0489
2023-11-29,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-11-30,PASS,OK,480,38.25,45.711,0.8515,-0.1632
2023-12-01,PASS,OK,480,30.21,33.189,0.7359,-0.0898
2023-12-02,FAIL,corr 0.174 < 0.4; bias 1.875 outside +/-0.3 and total diff 3.000 > 0.5,480,4.6,1.6,0.1736,1.875
2023-12-03,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-12-04,PASS,OK,480,7.6,8.0,0.7793,-0.05
2023-12-05,FAIL,bias 2.072 outside +/-0.3 and total diff 8.290 > 0.5,480,12.29,4.0,0.4223,2.0725
2023-12-06,FAIL,dry day totals differ: diff 0.210 > 0.2,480,0.19,0.4,,
2023-12-07,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-12-08,PASS,OK,480,9.78,11.3,0.8359,-0.1345
2023-12-09,PASS,OK,480,12.59,17.0,0.8271,-0.2594
2023-12-10,FAIL,bias -0.429 outside +/-0.3 and total diff 1.074 > 0.5,480,1.43,2.5037,0.684,-0.4288
2023-12-11,PASS,OK,480,11.05,14.6183,0.8187,-0.2441
2023-12-12,PASS,OK,480,34.38,42.1817,0.7522,-0.185
2023-12-13,PASS,OK,480,17.46,22.9963,0.7617,-0.2407
2023-12-14,FAIL,bias -0.439 outside +/-0.3 and total diff 1.230 > 0.5,480,1.57,2.8,0.7653,-0.4393
2023-12-15,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-12-16,PASS,dry day totals close: diff 0.080 <= 0.2,480,0.08,0.0,,
2023-12-17,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-12-18,PASS,dry day totals close: diff 0.000 <= 0.2,177,0.0,0.0,,
