Date,Daily status,Daily reason,Daily valid points,Daily station rain mm,Daily MeteoSwiss rain mm,Daily correlation,Daily bias
2023-07-06,PASS,dry day totals close: diff 0.000 <= 0.2,299,0.0,0.0,,
2023-07-07,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-08,PASS,OK,480,3.13,2.5,0.7759,0.252
2023-07-09,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-10,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-11,PASS,OK,480,10.73,10.6,0.721,0.0123
2023-07-12,PASS,OK,480,10.06,10.5,0.7746,-0.0419
2023-07-13,PASS,OK,480,0.69,0.8,0.6472,-0.1375
2023-07-14,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-15,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-16,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-17,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-18,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-19,PASS,dry day totals close: diff 0.100 <= 0.2,480,0.0,0.1,,
2023-07-20,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-21,PASS,OK,480,0.92,1.1,0.5055,-0.1636
2023-07-22,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-23,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-24,PASS,OK,480,16.05,21.4,0.7768,-0.25
2023-07-25,FAIL,bias 0.490 outside +/-0.3 and total diff 2.060 > 0.5,480,6.26,4.2,0.5207,0.4905
2023-07-26,PASS,dry day totals close: diff 0.100 <= 0.2,480,0.1,0.2,,
2023-07-27,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-07-28,FAIL,bias -0.402 outside +/-0.3 and total diff 0.557 > 0.5,480,0.83,1.387,0.8812,-0.4016
2023-07-29,PASS,OK,480,6.68,6.913,0.9301,-0.0337
2023-07-30,PASS,OK,480,3.06,3.4,0.793,-0.1
2023-07-31,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-01,PASS,OK,480,1.9,2.5,0.5422,-0.24
2023-08-02,PASS,OK,480,5.06,4.7,0.6987,0.0766
2023-08-03,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-04,FAIL,bias 0.676 outside +/-0.3 and total diff 2.840 > 0.5,480,7.04,4.2,0.7957,0.6762
2023-08-05,PASS,dry day totals close: diff 0.200 <= 0.2,480,0.0,0.2,,
2023-08-06,PASS,OK,480,4.06,4.626,0.8749,-0.1224
2023-08-07,PASS,OK,480,2.02,1.874,0.7669,0.0779
2023-08-08,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-09,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-10,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-11,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-12,FAIL,bias -0.580 outside +/-0.3 and total diff 0.870 > 0.5,480,0.63,1.5,0.6342,-0.58
2023-08-13,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-14,PASS,dry day totals close: diff 0.100 <= 0.2,480,0.0,0.1,,
2023-08-15,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-16,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-17,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-18,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-19,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-20,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-21,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-22,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-23,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-24,PASS,dry day totals close: diff 0.000 <= 0.2,480,0.0,0.0,,
2023-08-25,FAIL,corr 0.279 < 0.4,480,0.2,0.7,0.2795,-0.7143
2023-08-26,PASS,OK,480,47.72,46.181,0.9623,0.0333
2023-08-27,PASS,OK,480,17.06,14.119,0.9681,0.2083
2023-08-28,PASS,OK,480,8.56,8.3,0.9179,0.0313
2023-08-29,PASS,OK,480,0.62,0.5,0.5148,0.24
2023-08-30,FAIL,corr N/A < 0.4; bias N/A outside +/-0.3 and total diff 1.230 > 0.5,480,1.23,0.0,,
2023-08-31,PASS,dry day totals close: diff 0.060 <= 0.2,480,0.06,0.0,,
2023-09-01,FAIL,dry day totals differ: diff 0.480 > 0.2,191,0.48,0.0,,
