Date,Daily status,Daily reason,Daily valid points,Daily station rain mm,Daily MeteoSwiss rain mm,Daily correlation,Daily bias
2025-09-11,PASS,dry day totals close: diff 0.000 <= 0.2,171,0.0,0.0,,
2025-09-12,PASS,dry day totals close: diff 0.043 <= 0.2,423,0.39,0.347,,
2025-09-13,FAIL,bias -0.333 outside +/-0.3 and total diff 1.524 > 0.5,348,3.05,4.5738,0.5617,-0.3332
2025-09-14,PASS,OK,356,1.95,2.2318,0.7996,-0.1263
2025-09-15,PASS,OK,403,1.0,1.3693,0.4224,-0.2697
2025-09-16,PASS,dry day totals close: diff 0.010 <= 0.2,465,0.01,0.0,,
2025-09-17,PASS,dry day totals close: diff 0.000 <= 0.2,460,0.0,0.0,,
2025-09-18,PASS,dry day totals close: diff 0.000 <= 0.2,458,0.0,0.0,,
2025-09-19,PASS,dry day totals close: diff 0.000 <= 0.2,452,0.0,0.0,,
2025-09-20,PASS,dry day totals close: diff 0.000 <= 0.2,437,0.0,0.0,,
2025-09-21,FAIL,bias -0.425 outside +/-0.3 and total diff 2.325 > 0.5,360,3.15,5.475,0.7292,-0.4247
2025-09-22,FAIL,bias -0.689 outside +/-0.3 and total diff 7.602 > 0.5,279,3.43,11.0322,0.573,-0.6891
2025-09-23,FAIL,bias -0.777 outside +/-0.3 and total diff 5.206 > 0.5,360,1.49,6.6955,0.7495,-0.7775
2025-09-24,FAIL,bias -0.871 outside +/-0.3 and total diff 3.650 > 0.5,382,0.54,4.1903,0.5041,-0.8711
2025-09-25,PASS,dry day totals close: diff 0.139 <= 0.2,426,0.14,0.279,,
2025-09-26,FAIL,bias -0.639 outside +/-0.3 and total diff 4.275 > 0.5,205,2.41,6.6847,0.4057,-0.6395
2025-09-27,PASS,OK,387,0.5,0.6533,0.7032,-0.2347
2025-09-28,PASS,dry day totals close: diff 0.000 <= 0.2,443,0.0,0.0,,
2025-09-29,PASS,dry day totals close: diff 0.000 <= 0.2,456,0.0,0.0,,
2025-09-30,PASS,dry day totals close: diff 0.000 <= 0.2,440,0.0,0.0,,
2025-10-01,PASS,dry day totals close: diff 0.030 <= 0.2,460,0.03,0.0,,
2025-10-02,PASS,dry day totals close: diff 0.010 <= 0.2,453,0.01,0.0,,
2025-10-03,PASS,dry day totals close: diff 0.000 <= 0.2,460,0.0,0.0,,
2025-10-04,PASS,OK,385,1.72,2.4507,0.5686,-0.2982
2025-10-05,PASS,OK,359,0.54,0.6025,0.6241,-0.1037
2025-10-06,PASS,dry day totals close: diff 0.135 <= 0.2,414,0.18,0.0448,,
2025-10-07,PASS,dry day totals close: diff 0.000 <= 0.2,442,0.0,0.0,,
2025-10-08,PASS,dry day totals close: diff 0.000 <= 0.2,437,0.0,0.0,,
2025-10-09,PASS,dry day totals close: diff 0.000 <= 0.2,452,0.0,0.0,,
2025-10-10,PASS,dry day totals close: diff 0.000 <= 0.2,457,0.0,0.0,,
2025-10-11,PASS,dry day totals close: diff 0.000 <= 0.2,447,0.0,0.0,,
2025-10-12,PASS,dry day totals close: diff 0.000 <= 0.2,452,0.0,0.0,,
2025-10-13,PASS,dry day totals close: diff 0.000 <= 0.2,456,0.0,0.0,,
2025-10-14,PASS,dry day totals close: diff 0.000 <= 0.2,450,0.0,0.0,,
2025-10-15,PASS,dry day totals close: diff 0.000 <= 0.2,455,0.0,0.0,,
2025-10-16,PASS,dry day totals close: diff 0.000 <= 0.2,437,0.0,0.0,,
2025-10-17,PASS,dry day totals close: diff 0.000 <= 0.2,442,0.0,0.0,,
2025-10-18,PASS,dry day totals close: diff 0.000 <= 0.2,440,0.0,0.0,,
2025-10-19,PASS,dry day totals close: diff 0.000 <= 0.2,433,0.0,0.0,,
2025-10-20,PASS,OK,234,5.16,5.0853,0.5377,0.0147
2025-10-21,FAIL,corr 0.284 < 0.4,300,0.7,0.8812,0.2838,-0.2056
2025-10-22,FAIL,bias -0.475 outside +/-0.3 and total diff 2.563 > 0.5,267,2.83,5.3932,0.7151,-0.4753
2025-10-23,FAIL,bias -0.443 outside +/-0.3 and total diff 3.530 > 0.5,218,4.43,7.9602,0.8319,-0.4435
2025-10-24,FAIL,bias -0.673 outside +/-0.3 and total diff 1.237 > 0.5,373,0.6,1.8367,0.4516,-0.6733
2025-10-25,FAIL,bias -0.455 outside +/-0.3 and total diff 3.411 > 0.5,222,4.08,7.491,0.7501,-0.4553
2025-10-26,PASS,OK,372,0.78,0.5505,0.6434,0.4169
2025-10-27,FAIL,bias -0.413 outside +/-0.3 and total diff 0.958 > 0.5,281,1.36,2.3178,0.8849,-0.4132
2025-10-28,PASS,dry day totals close: diff 0.000 <= 0.2,460,0.0,0.0,,
2025-10-29,FAIL,bias -0.663 outside +/-0.3 and total diff 3.408 > 0.5,378,1.73,5.1383,0.6183,-0.6633
2025-10-30,PASS,OK,329,1.78,2.3883,0.664,-0.2547
2025-10-31,PASS,dry day totals close: diff 0.000 <= 0.2,442,0.0,0.0,,
2025-11-01,FAIL,bias -0.606 outside +/-0.3 and total diff 3.066 > 0.5,350,1.99,5.0557,0.4665,-0.6064
2025-11-02,FAIL,bias -0.572 outside +/-0.3 and total diff 8.595 > 0.5,202,6.43,15.0248,0.5006,-0.572
2025-11-03,PASS,dry day totals close: diff 0.070 <= 0.2,424,0.07,0.0,,
2025-11-04,PASS,dry day totals close: diff 0.000 <= 0.2,453,0.0,0.0,,
2025-11-05,PASS,dry day totals close: diff 0.000 <= 0.2,441,0.0,0.0,,
2025-11-06,PASS,dry day totals close: diff 0.000 <= 0.2,427,0.0,0.0,,
2025-11-07,PASS,dry day totals close: diff 0.000 <= 0.2,440,0.0,0.0,,
2025-11-08,PASS,dry day totals close: diff 0.000 <= 0.2,445,0.0,0.0,,
2025-11-09,PASS,dry day totals close: diff 0.000 <= 0.2,438,0.0,0.0,,
2025-11-10,PASS,dry day totals close: diff 0.000 <= 0.2,438,0.0,0.0,,
2025-11-11,PASS,dry day totals close: diff 0.000 <= 0.2,445,0.0,0.0,,
2025-11-12,PASS,dry day totals close: diff 0.000 <= 0.2,442,0.0,0.0,,
2025-11-13,PASS,dry day totals close: diff 0.000 <= 0.2,424,0.0,0.0,,
2025-11-14,PASS,dry day totals close: diff 0.000 <= 0.2,461,0.0,0.0,,
2025-11-15,FAIL,bias -0.584 outside +/-0.3 and total diff 2.080 > 0.5,359,1.48,3.5597,0.7369,-0.5842
2025-11-16,FAIL,bias -0.614 outside +/-0.3 and total diff 3.153 > 0.5,318,1.98,5.1327,0.5808,-0.6142
2025-11-17,FAIL,bias -0.400 outside +/-0.3 and total diff 0.700 > 0.5,352,1.05,1.75,0.7098,-0.4
2025-11-18,PASS,dry day totals close: diff 0.010 <= 0.2,447,0.01,0.0,,
2025-11-19,FAIL,corr 0.390 < 0.4; bias -0.605 outside +/-0.3 and total diff 0.675 > 0.5,420,0.44,1.1153,0.3896,-0.6055
2025-11-20,FAIL,corr -0.010 < 0.4; bias -0.814 outside +/-0.3 and total diff 3.416 > 0.5,390,0.78,4.196,-0.0102,-0.8141
2025-11-21,FAIL,corr -0.036 < 0.4; bias -0.802 outside +/-0.3 and total diff 0.690 > 0.5,398,0.17,0.8603,-0.036,-0.8024
