# ALIGNED OVERLAP DATA - METADATA
# Station: PONT
# Overlap Period: 20230830_20230901
# Generated: 2026-06-02 21:45:28
# Source File 1: PONT_20230830_txt_overlap_20230830_20230901.csv
# Source File 2: PONT_20240229_txt_overlap_20230830_20230901.csv
# Alignment Method: tolerance (±1.5 min)
# Number of Aligned Points: 948
# Mean Difference (Precip1 - Precip2): 0.0009071729957805908
# RMSE (Root Mean Square Error): 0.010010542965500675
# MAE (Mean Absolute Error): 0.0012658227848101268
# Correlation: -0.005389746654300667
# Max Difference: 0.15
# Min Difference: -0.1
# Cross-Correlation Best Lag: 4.05 hours
# Cross-Correlation Max Value: 0.660
#
DateTime,Precip_SourceFile1,Precip_SourceFile2
2023-08-30 10:12:54,0.0,0.1
2023-08-30 10:15:54,0.0,0.07
2023-08-30 10:18:54,0.0,0.0
2023-08-30 10:21:54,0.0,0.0
2023-08-30 10:24:54,0.0,0.0
2023-08-30 10:27:54,0.0,0.0
2023-08-30 10:30:54,0.0,0.0
2023-08-30 10:33:54,0.0,0.0
2023-08-30 10:36:54,0.0,0.0
2023-08-30 10:39:54,0.0,0.0
2023-08-30 10:42:54,0.0,0.0
2023-08-30 10:45:54,0.0,0.0
2023-08-30 10:48:54,0.0,0.0
2023-08-30 10:51:54,0.0,0.0
2023-08-30 10:54:54,0.0,0.0
2023-08-30 10:57:54,0.0,0.0
2023-08-30 11:00:54,0.0,0.0
2023-08-30 11:03:54,0.0,0.0
2023-08-30 11:06:54,0.0,0.0
2023-08-30 11:09:54,0.0,0.0
2023-08-30 11:12:54,0.0,0.0
2023-08-30 11:15:54,0.0,0.0
2023-08-30 11:18:54,0.0,0.0
2023-08-30 11:21:54,0.0,0.0
2023-08-30 11:24:54,0.0,0.0
2023-08-30 11:27:54,0.0,0.0
2023-08-30 11:30:54,0.0,0.0
2023-08-30 11:33:54,0.0,0.0
2023-08-30 11:36:54,0.0,0.0
2023-08-30 11:39:54,0.0,0.0
2023-08-30 11:42:54,0.0,0.0
2023-08-30 11:45:54,0.0,0.0
2023-08-30 11:48:54,0.0,0.0
2023-08-30 11:51:54,0.0,0.0
2023-08-30 11:54:54,0.0,0.0
2023-08-30 11:57:54,0.0,0.0
2023-08-30 12:00:54,0.0,0.0
2023-08-30 12:03:54,0.0,0.0
2023-08-30 12:06:54,0.0,0.0
2023-08-30 12:09:54,0.0,0.0
2023-08-30 12:12:54,0.0,0.0
2023-08-30 12:15:54,0.0,0.0
2023-08-30 12:18:54,0.0,0.0
2023-08-30 12:21:54,0.0,0.0
2023-08-30 12:24:54,0.0,0.0
2023-08-30 12:27:54,0.0,0.0
2023-08-30 12:30:54,0.0,0.0
2023-08-30 12:33:54,0.0,0.0
2023-08-30 12:36:54,0.06,0.0
2023-08-30 12:39:54,0.0,0.0
2023-08-30 12:42:54,0.0,0.0
2023-08-30 12:45:54,0.0,0.0
2023-08-30 12:48:54,0.0,0.0
2023-08-30 12:51:54,0.0,0.0
2023-08-30 12:54:54,0.0,0.0
2023-08-30 12:57:54,0.0,0.0
2023-08-30 13:00:54,0.01,0.0
2023-08-30 13:03:54,0.0,0.0
2023-08-30 13:06:54,0.0,0.0
2023-08-30 13:09:54,0.02,0.0
2023-08-30 13:12:54,0.0,0.0
2023-08-30 13:15:54,0.0,0.0
2023-08-30 13:18:54,0.0,0.0
2023-08-30 13:21:54,0.0,0.0
2023-08-30 13:24:54,0.01,0.0
2023-08-30 13:27:54,0.02,0.0
2023-08-30 13:30:54,0.0,0.0
2023-08-30 13:33:54,0.0,0.0
2023-08-30 13:36:54,0.0,0.0
2023-08-30 13:39:54,0.0,0.0
2023-08-30 13:42:54,0.0,0.0
2023-08-30 13:45:54,0.0,0.0
2023-08-30 13:48:54,0.0,0.0
2023-08-30 13:51:54,0.01,0.0
2023-08-30 13:54:54,0.0,0.0
2023-08-30 13:57:54,0.0,0.0
2023-08-30 14:00:54,0.0,0.0
2023-08-30 14:03:54,0.0,0.0
2023-08-30 14:06:54,0.0,0.0
2023-08-30 14:09:54,0.01,0.0
2023-08-30 14:12:54,0.07,0.0
2023-08-30 14:15:54,0.13,0.0
2023-08-30 14:18:54,0.14,0.0
2023-08-30 14:21:54,0.0,0.0
2023-08-30 14:24:54,0.0,0.0
2023-08-30 14:27:54,0.0,0.0
2023-08-30 14:30:54,0.0,0.0
2023-08-30 14:33:54,0.0,0.0
2023-08-30 14:36:54,0.0,0.0
2023-08-30 14:39:54,0.0,0.0
2023-08-30 14:42:54,0.0,0.0
2023-08-30 14:45:54,0.0,0.0
2023-08-30 14:48:54,0.0,0.0
2023-08-30 14:51:54,0.0,0.0
2023-08-30 14:54:54,0.0,0.0
2023-08-30 14:57:54,0.0,0.0
2023-08-30 15:00:54,0.0,0.0
2023-08-30 15:03:54,0.0,0.0
2023-08-30 15:06:54,0.0,0.0
2023-08-30 15:09:54,0.0,0.0
2023-08-30 15:12:54,0.0,0.0
2023-08-30 15:15:54,0.0,0.0
2023-08-30 15:18:54,0.0,0.0
2023-08-30 15:21:54,0.0,0.0
2023-08-30 15:24:54,0.0,0.0
2023-08-30 15:27:54,0.0,0.0
2023-08-30 15:30:54,0.0,0.0
2023-08-30 15:33:54,0.0,0.0
2023-08-30 15:36:54,0.0,0.0
2023-08-30 15:39:54,0.0,0.0
2023-08-30 15:42:54,0.0,0.0
2023-08-30 15:45:54,0.0,0.0
2023-08-30 15:48:54,0.0,0.0
2023-08-30 15:51:54,0.0,0.0
2023-08-30 15:54:54,0.0,0.0
2023-08-30 15:57:54,0.0,0.0
2023-08-30 16:00:54,0.0,0.0
2023-08-30 16:03:54,0.0,0.0
2023-08-30 16:06:54,0.0,0.0
2023-08-30 16:09:54,0.0,0.0
2023-08-30 16:12:54,0.0,0.0
2023-08-30 16:15:54,0.0,0.0
2023-08-30 16:18:54,0.0,0.0
2023-08-30 16:21:54,0.0,0.0
2023-08-30 16:24:54,0.0,0.0
2023-08-30 16:27:54,0.0,0.0
2023-08-30 16:30:54,0.0,0.0
2023-08-30 16:33:54,0.0,0.0
2023-08-30 16:36:54,0.0,0.0
2023-08-30 16:39:54,0.0,0.0
2023-08-30 16:42:54,0.0,0.0
2023-08-30 16:45:54,0.0,0.0
2023-08-30 16:48:54,0.01,0.0
2023-08-30 16:51:54,0.0,0.0
2023-08-30 16:54:54,0.0,0.0
2023-08-30 16:57:54,0.0,0.0
2023-08-30 17:00:54,0.0,0.0
2023-08-30 17:03:54,0.0,0.0
2023-08-30 17:06:54,0.0,0.0
2023-08-30 17:09:54,0.0,0.0
2023-08-30 17:12:54,0.0,0.0
2023-08-30 17:15:54,0.0,0.0
2023-08-30 17:18:54,0.0,0.0
2023-08-30 17:21:54,0.0,0.0
2023-08-30 17:24:54,0.0,0.0
2023-08-30 17:27:54,0.0,0.0
2023-08-30 17:30:54,0.0,0.0
2023-08-30 17:33:54,0.0,0.0
2023-08-30 17:36:54,0.0,0.0
2023-08-30 17:39:54,0.0,0.0
2023-08-30 17:42:54,0.0,0.0
2023-08-30 17:45:54,0.0,0.0
2023-08-30 17:48:54,0.0,0.0
2023-08-30 17:51:54,0.0,0.0
2023-08-30 17:54:54,0.0,0.0
2023-08-30 17:57:54,0.0,0.0
2023-08-30 18:00:54,0.0,0.0
2023-08-30 18:03:54,0.0,0.0
2023-08-30 18:06:54,0.0,0.0
2023-08-30 18:09:54,0.0,0.0
2023-08-30 18:12:54,0.0,0.0
2023-08-30 18:15:54,0.0,0.0
2023-08-30 18:18:54,0.0,0.0
2023-08-30 18:21:54,0.0,0.0
2023-08-30 18:24:54,0.0,0.0
2023-08-30 18:27:54,0.0,0.0
2023-08-30 18:30:54,0.0,0.0
2023-08-30 18:33:54,0.0,0.0
2023-08-30 18:36:54,0.0,0.0
2023-08-30 18:39:54,0.0,0.0
2023-08-30 18:42:54,0.0,0.0
2023-08-30 18:45:54,0.0,0.0
2023-08-30 18:48:54,0.0,0.0
2023-08-30 18:51:54,0.0,0.0
2023-08-30 18:54:54,0.0,0.0
2023-08-30 18:57:54,0.0,0.0
2023-08-30 19:00:54,0.0,0.0
2023-08-30 19:03:54,0.0,0.0
2023-08-30 19:06:54,0.0,0.0
2023-08-30 19:09:54,0.0,0.0
2023-08-30 19:12:54,0.0,0.0
2023-08-30 19:15:54,0.0,0.0
2023-08-30 19:18:54,0.0,0.0
2023-08-30 19:21:54,0.0,0.0
2023-08-30 19:24:54,0.0,0.0
2023-08-30 19:27:54,0.0,0.0
2023-08-30 19:30:54,0.0,0.0
2023-08-30 19:33:54,0.0,0.0
2023-08-30 19:36:54,0.0,0.0
2023-08-30 19:39:54,0.0,0.0
2023-08-30 19:42:54,0.0,0.0
2023-08-30 19:45:54,0.0,0.0
2023-08-30 19:48:54,0.0,0.0
2023-08-30 19:51:54,0.0,0.0
2023-08-30 19:54:54,0.0,0.0
2023-08-30 19:57:54,0.0,0.0
2023-08-30 20:00:54,0.0,0.0
2023-08-30 20:03:54,0.0,0.0
2023-08-30 20:06:54,0.0,0.0
2023-08-30 20:09:54,0.0,0.0
2023-08-30 20:12:54,0.0,0.0
2023-08-30 20:15:54,0.0,0.0
2023-08-30 20:18:54,0.0,0.0
2023-08-30 20:21:54,0.0,0.0
2023-08-30 20:24:54,0.0,0.0
2023-08-30 20:27:54,0.0,0.0
2023-08-30 20:30:54,0.0,0.0
2023-08-30 20:33:54,0.0,0.0
2023-08-30 20:36:54,0.0,0.0
2023-08-30 20:39:54,0.0,0.0
2023-08-30 20:42:54,0.0,0.0
2023-08-30 20:45:54,0.0,0.0
2023-08-30 20:48:54,0.0,0.0
2023-08-30 20:51:54,0.0,0.0
2023-08-30 20:54:54,0.0,0.0
2023-08-30 20:57:54,0.0,0.0
2023-08-30 21:00:54,0.0,0.0
2023-08-30 21:03:54,0.0,0.0
2023-08-30 21:06:54,0.0,0.0
2023-08-30 21:09:54,0.0,0.0
2023-08-30 21:12:54,0.0,0.0
2023-08-30 21:15:54,0.0,0.0
2023-08-30 21:18:54,0.0,0.0
2023-08-30 21:21:54,0.0,0.0
2023-08-30 21:24:54,0.0,0.0
2023-08-30 21:27:54,0.0,0.0
2023-08-30 21:30:54,0.0,0.0
2023-08-30 21:33:54,0.0,0.0
2023-08-30 21:36:54,0.0,0.0
2023-08-30 21:39:54,0.0,0.0
2023-08-30 21:42:54,0.0,0.0
2023-08-30 21:45:54,0.0,0.0
2023-08-30 21:48:54,0.0,0.0
2023-08-30 21:51:54,0.0,0.0
2023-08-30 21:54:54,0.0,0.0
2023-08-30 21:57:54,0.0,0.0
2023-08-30 22:00:54,0.0,0.0
2023-08-30 22:03:54,0.0,0.0
2023-08-30 22:06:54,0.0,0.0
2023-08-30 22:09:54,0.0,0.0
2023-08-30 22:12:54,0.0,0.0
2023-08-30 22:15:54,0.0,0.0
2023-08-30 22:18:54,0.0,0.0
2023-08-30 22:21:54,0.0,0.0
2023-08-30 22:24:54,0.0,0.0
2023-08-30 22:27:54,0.0,0.0
